country,question,mcm_score,universal_mcm_score,pew_rating,pew_score
Brazil,homosexuality,0.21477626264095306,0.4466725289821625,"{'Morally acceptable': 0.4395833333333333, 'Not a moral issue': 0.140625, 'Morally unacceptable': 0.3875}",0.052083333333333315
Brazil,drinking alcohol,-0.31078457832336426,0.013909057714045048,"{'Morally acceptable': 0.2947916666666667, 'Not a moral issue': 0.203125, 'Morally unacceptable': 0.46979166666666666}",-0.175
Brazil,married people having an affair,-0.3285038471221924,-0.24185128509998322,"{'Morally acceptable': 0.057291666666666664, 'Not a moral issue': 0.0875, 'Morally unacceptable': 0.8364583333333333}",-0.7791666666666667
Brazil,gambling,-0.2737831473350525,-0.21771496534347534,"{'Morally acceptable': 0.14583333333333334, 'Not a moral issue': 0.19270833333333334, 'Morally unacceptable': 0.6416666666666667}",-0.49583333333333335
Brazil,sex between unmarried adults,-0.40339893102645874,-0.3198992609977722,"{'Morally acceptable': 0.4739583333333333, 'Not a moral issue': 0.13958333333333334, 'Morally unacceptable': 0.35}",0.12395833333333334
Lebanon,using contraceptives,-0.18139493465423584,-0.10303444415330887,"{'Morally acceptable': 0.343, 'Not a moral issue': 0.306, 'Morally unacceptable': 0.127}",0.21600000000000003
Lebanon,getting a divorce,-0.5678444504737854,-0.6848945021629333,"{'Morally acceptable': 0.481, 'Not a moral issue': 0.276, 'Morally unacceptable': 0.094}",0.387
Lebanon,having an abortion,-0.5547962188720703,-0.7290788292884827,"{'Morally acceptable': 0.078, 'Not a moral issue': 0.183, 'Morally unacceptable': 0.564}",-0.48599999999999993
Lebanon,homosexuality,0.30720463395118713,0.4466725289821625,"{'Morally acceptable': 0.07, 'Not a moral issue': 0.109, 'Morally unacceptable': 0.796}",-0.726
Lebanon,drinking alcohol,-0.10961059480905533,0.013909057714045048,"{'Morally acceptable': 0.25, 'Not a moral issue': 0.21, 'Morally unacceptable': 0.511}",-0.261
Lebanon,married people having an affair,-0.2580811083316803,-0.24185128509998322,"{'Morally acceptable': 0.002, 'Not a moral issue': 0.033, 'Morally unacceptable': 0.916}",-0.914
Lebanon,gambling,-0.19493888318538666,-0.21771496534347534,"{'Morally acceptable': 0.042, 'Not a moral issue': 0.165, 'Morally unacceptable': 0.771}",-0.729
Lebanon,sex between unmarried adults,-0.35505491495132446,-0.3198992609977722,"{'Morally acceptable': 0.051, 'Not a moral issue': 0.084, 'Morally unacceptable': 0.811}",-0.76
Nigeria,using contraceptives,-0.38884487748146057,-0.10303444415330887,"{'Morally acceptable': 0.18525703200775945, 'Not a moral issue': 0.1367604267701261, 'Morally unacceptable': 0.5286129970902037}",-0.34335596508244426
Nigeria,getting a divorce,-0.7179161906242371,-0.6848945021629333,"{'Morally acceptable': 0.1309408341416101, 'Not a moral issue': 0.11639185257032007, 'Morally unacceptable': 0.6159068865179438}",-0.4849660523763337
Nigeria,having an abortion,-0.7498708367347717,-0.7290788292884827,"{'Morally acceptable': 0.01745877788554801, 'Not a moral issue': 0.0979631425800194, 'Morally unacceptable': 0.8079534432589719}",-0.7904946653734238
Nigeria,homosexuality,0.13874556124210358,0.4466725289821625,"{'Morally acceptable': 0.01066925315227934, 'Not a moral issue': 0.11445198836081474, 'Morally unacceptable': 0.8535402521823472}",-0.8428709990300679
Nigeria,drinking alcohol,-0.4240240752696991,0.013909057714045048,"{'Morally acceptable': 0.07662463627546072, 'Not a moral issue': 0.1784675072744908, 'Morally unacceptable': 0.6585838991270611}",-0.5819592628516004
Nigeria,married people having an affair,-0.4525461792945862,-0.24185128509998322,"{'Morally acceptable': 0.06789524733268672, 'Not a moral issue': 0.11154219204655674, 'Morally unacceptable': 0.7817652764306499}",-0.7138700290979632
Nigeria,gambling,-0.45930352807044983,-0.21771496534347534,"{'Morally acceptable': 0.01066925315227934, 'Not a moral issue': 0.1658583899127061, 'Morally unacceptable': 0.7730358874878759}",-0.7623666343355966
Nigeria,sex between unmarried adults,-0.500722348690033,-0.3198992609977722,"{'Morally acceptable': 0.03297769156159069, 'Not a moral issue': 0.1338506304558681, 'Morally unacceptable': 0.7565470417070805}",-0.7235693501454898
Japan,using contraceptives,-0.24167540669441223,-0.10303444415330887,"{'Morally acceptable': 0.7071428571428572, 'Not a moral issue': 0.2057142857142857, 'Morally unacceptable': 0.045714285714285714}",0.6614285714285715
Japan,getting a divorce,-0.6414691805839539,-0.6848945021629333,"{'Morally acceptable': 0.5428571428571428, 'Not a moral issue': 0.2885714285714286, 'Morally unacceptable': 0.11714285714285715}",0.42571428571428566
Japan,having an abortion,-0.6436012983322144,-0.7290788292884827,"{'Morally acceptable': 0.44571428571428573, 'Not a moral issue': 0.20142857142857143, 'Morally unacceptable': 0.27285714285714285}",0.17285714285714288
Japan,homosexuality,0.253206729888916,0.4466725289821625,"{'Morally acceptable': 0.37714285714285717, 'Not a moral issue': 0.26857142857142857, 'Morally unacceptable': 0.3}",0.07714285714285718
Japan,drinking alcohol,-0.22090385854244232,0.013909057714045048,"{'Morally acceptable': 0.6557142857142857, 'Not a moral issue': 0.25857142857142856, 'Morally unacceptable': 0.05857142857142857}",0.5971428571428571
Japan,married people having an affair,-0.28750351071357727,-0.24185128509998322,"{'Morally acceptable': 0.12571428571428572, 'Not a moral issue': 0.15, 'Morally unacceptable': 0.68}",-0.5542857142857143
Japan,gambling,-0.26666080951690674,-0.21771496534347534,"{'Morally acceptable': 0.3628571428571429, 'Not a moral issue': 0.29, 'Morally unacceptable': 0.3057142857142857}",0.05714285714285716
Japan,sex between unmarried adults,-0.40560680627822876,-0.3198992609977722,"{'Morally acceptable': 0.47285714285714286, 'Not a moral issue': 0.2757142857142857, 'Morally unacceptable': 0.19857142857142857}",0.2742857142857143
Malaysia,using contraceptives,-0.2269079089164734,-0.10303444415330887,"{'Morally acceptable': 0.21532846715328466, 'Not a moral issue': 0.23357664233576642, 'Morally unacceptable': 0.38929440389294406}",-0.1739659367396594
Malaysia,getting a divorce,-0.632820188999176,-0.6848945021629333,"{'Morally acceptable': 0.170316301703163, 'Not a moral issue': 0.22019464720194648, 'Morally unacceptable': 0.4416058394160584}",-0.27128953771289543
Malaysia,having an abortion,-0.6530261039733887,-0.7290788292884827,"{'Morally acceptable': 0.037712895377128956, 'Not a moral issue': 0.07785888077858881, 'Morally unacceptable': 0.7773722627737226}",-0.7396593673965937
Malaysia,homosexuality,0.22677652537822723,0.4466725289821625,"{'Morally acceptable': 0.038929440389294405, 'Not a moral issue': 0.058394160583941604, 'Morally unacceptable': 0.8746958637469586}",-0.8357664233576643
Malaysia,drinking alcohol,-0.25169405341148376,0.013909057714045048,"{'Morally acceptable': 0.10827250608272507, 'Not a moral issue': 0.14841849148418493, 'Morally unacceptable': 0.6970802919708029}",-0.5888077858880778
Malaysia,married people having an affair,-0.3642648756504059,-0.24185128509998322,"{'Morally acceptable': 0.01824817518248175, 'Not a moral issue': 0.05474452554744526, 'Morally unacceptable': 0.8965936739659367}",-0.8783454987834549
Malaysia,gambling,-0.33971676230430603,-0.21771496534347534,"{'Morally acceptable': 0.08029197080291971, 'Not a moral issue': 0.12652068126520682, 'Morally unacceptable': 0.7603406326034063}",-0.6800486618004866
Malaysia,sex between unmarried adults,-0.409509539604187,-0.3198992609977722,"{'Morally acceptable': 0.0340632603406326, 'Not a moral issue': 0.052311435523114354, 'Morally unacceptable': 0.8698296836982968}",-0.8357664233576643
Kenya,using contraceptives,-0.21208785474300385,-0.10303444415330887,"{'Morally acceptable': 0.47117794486215536, 'Not a moral issue': 0.11403508771929824, 'Morally unacceptable': 0.32456140350877194}",0.14661654135338342
Kenya,getting a divorce,-0.5775445699691772,-0.6848945021629333,"{'Morally acceptable': 0.17794486215538846, 'Not a moral issue': 0.13784461152882205, 'Morally unacceptable': 0.581453634085213}",-0.40350877192982454
Kenya,having an abortion,-0.6093941926956177,-0.7290788292884827,"{'Morally acceptable': 0.03634085213032581, 'Not a moral issue': 0.07769423558897243, 'Morally unacceptable': 0.818295739348371}",-0.7819548872180452
Kenya,homosexuality,0.2481507807970047,0.4466725289821625,"{'Morally acceptable': 0.03007518796992481, 'Not a moral issue': 0.09022556390977443, 'Morally unacceptable': 0.8784461152882206}",-0.8483709273182958
Kenya,drinking alcohol,-0.1880420744419098,0.013909057714045048,"{'Morally acceptable': 0.10275689223057644, 'Not a moral issue': 0.23684210526315788, 'Morally unacceptable': 0.581453634085213}",-0.47869674185463656
Kenya,married people having an affair,-0.3036576807498932,-0.24185128509998322,"{'Morally acceptable': 0.08395989974937343, 'Not a moral issue': 0.08145363408521303, 'Morally unacceptable': 0.7969924812030075}",-0.713032581453634
Kenya,gambling,-0.12011173367500305,-0.21771496534347534,"{'Morally acceptable': 0.05263157894736842, 'Not a moral issue': 0.20927318295739347, 'Morally unacceptable': 0.6466165413533834}",-0.593984962406015
Kenya,sex between unmarried adults,-0.33569711446762085,-0.3198992609977722,"{'Morally acceptable': 0.046365914786967416, 'Not a moral issue': 0.12656641604010024, 'Morally unacceptable': 0.793233082706767}",-0.7468671679197996
Indonesia,using contraceptives,-0.41792210936546326,-0.10303444415330887,"{'Morally acceptable': 0.644, 'Not a moral issue': 0.152, 'Morally unacceptable': 0.103}",0.541
Indonesia,getting a divorce,-0.7283905148506165,-0.6848945021629333,"{'Morally acceptable': 0.196, 'Not a moral issue': 0.095, 'Morally unacceptable': 0.576}",-0.37999999999999995
Indonesia,having an abortion,-0.7595399022102356,-0.7290788292884827,"{'Morally acceptable': 0.011, 'Not a moral issue': 0.016, 'Morally unacceptable': 0.889}",-0.878
Indonesia,homosexuality,0.14001567661762238,0.4466725289821625,"{'Morally acceptable': 0.024, 'Not a moral issue': 0.025, 'Morally unacceptable': 0.936}",-0.912
Indonesia,drinking alcohol,-0.4337475597858429,0.013909057714045048,"{'Morally acceptable': 0.022, 'Not a moral issue': 0.085, 'Morally unacceptable': 0.856}",-0.834
Indonesia,married people having an affair,-0.4558755159378052,-0.24185128509998322,"{'Morally acceptable': 0.011, 'Not a moral issue': 0.044, 'Morally unacceptable': 0.927}",-0.916
Indonesia,gambling,-0.5215997099876404,-0.21771496534347534,"{'Morally acceptable': 0.018, 'Not a moral issue': 0.083, 'Morally unacceptable': 0.883}",-0.865
Indonesia,sex between unmarried adults,-0.5218590497970581,-0.3198992609977722,"{'Morally acceptable': 0.012, 'Not a moral issue': 0.016, 'Morally unacceptable': 0.963}",-0.951
Uganda,using contraceptives,-0.1586551070213318,-0.10303444415330887,"{'Morally acceptable': 0.505, 'Not a moral issue': 0.055, 'Morally unacceptable': 0.38125}",0.12375000000000003
Uganda,getting a divorce,-0.46438315510749817,-0.6848945021629333,"{'Morally acceptable': 0.08875, 'Not a moral issue': 0.05875, 'Morally unacceptable': 0.75625}",-0.6675
Uganda,having an abortion,-0.5447768568992615,-0.7290788292884827,"{'Morally acceptable': 0.01875, 'Not a moral issue': 0.055, 'Morally unacceptable': 0.8825}",-0.8637499999999999
Uganda,homosexuality,0.28011438250541687,0.4466725289821625,"{'Morally acceptable': 0.0125, 'Not a moral issue': 0.04625, 'Morally unacceptable': 0.93375}",-0.92125
Uganda,drinking alcohol,-0.14639101922512054,0.013909057714045048,"{'Morally acceptable': 0.19125, 'Not a moral issue': 0.14, 'Morally unacceptable': 0.5725}",-0.38125
Uganda,married people having an affair,-0.2697018086910248,-0.24185128509998322,"{'Morally acceptable': 0.06875, 'Not a moral issue': 0.0825, 'Morally unacceptable': 0.79875}",-0.73
Uganda,gambling,-0.20346881449222565,-0.21771496534347534,"{'Morally acceptable': 0.0325, 'Not a moral issue': 0.10625, 'Morally unacceptable': 0.8025}",-0.77
Uganda,sex between unmarried adults,-0.3468235731124878,-0.3198992609977722,"{'Morally acceptable': 0.085, 'Not a moral issue': 0.085, 'Morally unacceptable': 0.77125}",-0.68625
Jordan,using contraceptives,-0.22540147602558136,-0.10303444415330887,"{'Morally acceptable': 0.375, 'Not a moral issue': 0.355, 'Morally unacceptable': 0.064}",0.311
Jordan,getting a divorce,-0.598410427570343,-0.6848945021629333,"{'Morally acceptable': 0.535, 'Not a moral issue': 0.289, 'Morally unacceptable': 0.058}",0.47700000000000004
Jordan,having an abortion,-0.6644920110702515,-0.7290788292884827,"{'Morally acceptable': 0.035, 'Not a moral issue': 0.357, 'Morally unacceptable': 0.529}",-0.494
Jordan,homosexuality,0.21004098653793335,0.4466725289821625,"{'Morally acceptable': 0.019, 'Not a moral issue': 0.025, 'Morally unacceptable': 0.951}",-0.9319999999999999
Jordan,drinking alcohol,-0.2293187379837036,0.013909057714045048,"{'Morally acceptable': 0.033, 'Not a moral issue': 0.115, 'Morally unacceptable': 0.852}",-0.819
Jordan,married people having an affair,-0.3681056797504425,-0.24185128509998322,"{'Morally acceptable': 0.008, 'Not a moral issue': 0.053, 'Morally unacceptable': 0.927}",-0.919
Jordan,gambling,-0.2724405825138092,-0.21771496534347534,"{'Morally acceptable': 0.024, 'Not a moral issue': 0.058, 'Morally unacceptable': 0.91}",-0.886
Jordan,sex between unmarried adults,-0.4301815330982208,-0.3198992609977722,"{'Morally acceptable': 0.013, 'Not a moral issue': 0.029, 'Morally unacceptable': 0.954}",-0.941
Argentina,using contraceptives,-0.3459838330745697,-0.10303444415330887,"{'Morally acceptable': 0.6910866910866911, 'Not a moral issue': 0.22466422466422467, 'Morally unacceptable': 0.05860805860805861}",0.6324786324786325
Argentina,getting a divorce,-0.6519100666046143,-0.6848945021629333,"{'Morally acceptable': 0.5946275946275946, 'Not a moral issue': 0.21855921855921856, 'Morally unacceptable': 0.1562881562881563}",0.43833943833943834
Argentina,having an abortion,-0.7032899260520935,-0.7290788292884827,"{'Morally acceptable': 0.15995115995115994, 'Not a moral issue': 0.11965811965811966, 'Morally unacceptable': 0.5421245421245421}",-0.38217338217338215
Argentina,homosexuality,0.14263035356998444,0.4466725289821625,"{'Morally acceptable': 0.4700854700854701, 'Not a moral issue': 0.2148962148962149, 'Morally unacceptable': 0.2686202686202686}",0.20146520146520147
Argentina,drinking alcohol,-0.34697967767715454,0.013909057714045048,"{'Morally acceptable': 0.2600732600732601, 'Not a moral issue': 0.2967032967032967, 'Morally unacceptable': 0.3968253968253968}",-0.1367521367521367
Argentina,married people having an affair,-0.4252237379550934,-0.24185128509998322,"{'Morally acceptable': 0.11355311355311355, 'Not a moral issue': 0.13064713064713065, 'Morally unacceptable': 0.7057387057387058}",-0.5921855921855922
Argentina,gambling,-0.32900407910346985,-0.21771496534347534,"{'Morally acceptable': 0.19536019536019536, 'Not a moral issue': 0.2857142857142857, 'Morally unacceptable': 0.4700854700854701}",-0.27472527472527475
Argentina,sex between unmarried adults,-0.44301995635032654,-0.3198992609977722,"{'Morally acceptable': 0.43345543345543347, 'Not a moral issue': 0.3028083028083028, 'Morally unacceptable': 0.21123321123321123}",0.22222222222222224
Philippines,using contraceptives,-0.17660115659236908,-0.10303444415330887,"{'Morally acceptable': 0.599502487562189, 'Not a moral issue': 0.0945273631840796, 'Morally unacceptable': 0.2935323383084577}",0.30597014925373134
Philippines,getting a divorce,-0.5363125801086426,-0.6848945021629333,"{'Morally acceptable': 0.25, 'Not a moral issue': 0.06840796019900497, 'Morally unacceptable': 0.6716417910447762}",-0.42164179104477617
Philippines,having an abortion,-0.551960825920105,-0.7290788292884827,"{'Morally acceptable': 0.022388059701492536, 'Not a moral issue': 0.04228855721393035, 'Morally unacceptable': 0.9340796019900498}",-0.9116915422885573
Philippines,homosexuality,0.2755350172519684,0.4466725289821625,"{'Morally acceptable': 0.2512437810945274, 'Not a moral issue': 0.09203980099502487, 'Morally unacceptable': 0.650497512437811}",-0.39925373134328357
Philippines,drinking alcohol,-0.18572096526622772,0.013909057714045048,"{'Morally acceptable': 0.3445273631840796, 'Not a moral issue': 0.23880597014925373, 'Morally unacceptable': 0.3917910447761194}",-0.04726368159203981
Philippines,married people having an affair,-0.24073252081871033,-0.24185128509998322,"{'Morally acceptable': 0.053482587064676616, 'Not a moral issue': 0.041044776119402986, 'Morally unacceptable': 0.8980099502487562}",-0.8445273631840796
Philippines,gambling,-0.12843859195709229,-0.21771496534347534,"{'Morally acceptable': 0.20398009950248755, 'Not a moral issue': 0.18407960199004975, 'Morally unacceptable': 0.6082089552238806}",-0.4042288557213931
Philippines,sex between unmarried adults,-0.3786809742450714,-0.3198992609977722,"{'Morally acceptable': 0.20398009950248755, 'Not a moral issue': 0.07338308457711443, 'Morally unacceptable': 0.7126865671641791}",-0.5087064676616916
Tunisia,using contraceptives,-0.2536320090293884,-0.10303444415330887,"{'Morally acceptable': 0.265, 'Not a moral issue': 0.171, 'Morally unacceptable': 0.393}",-0.128
Tunisia,getting a divorce,-0.5926235914230347,-0.6848945021629333,"{'Morally acceptable': 0.151, 'Not a moral issue': 0.218, 'Morally unacceptable': 0.471}",-0.31999999999999995
Tunisia,having an abortion,-0.6465992331504822,-0.7290788292884827,"{'Morally acceptable': 0.037, 'Not a moral issue': 0.06, 'Morally unacceptable': 0.779}",-0.742
Tunisia,homosexuality,0.2281167358160019,0.4466725289821625,"{'Morally acceptable': 0.004, 'Not a moral issue': 0.035, 'Morally unacceptable': 0.925}",-0.921
Tunisia,drinking alcohol,-0.2913130819797516,0.013909057714045048,"{'Morally acceptable': 0.05, 'Not a moral issue': 0.056, 'Morally unacceptable': 0.857}",-0.8069999999999999
Tunisia,married people having an affair,-0.34946107864379883,-0.24185128509998322,"{'Morally acceptable': 0.027, 'Not a moral issue': 0.035, 'Morally unacceptable': 0.904}",-0.877
Tunisia,gambling,-0.2993203401565552,-0.21771496534347534,"{'Morally acceptable': 0.013, 'Not a moral issue': 0.041, 'Morally unacceptable': 0.914}",-0.901
Tunisia,sex between unmarried adults,-0.42765504121780396,-0.3198992609977722,"{'Morally acceptable': 0.032, 'Not a moral issue': 0.033, 'Morally unacceptable': 0.897}",-0.865
China,using contraceptives,-0.2391671985387802,-0.10303444415330887,"{'Morally acceptable': 0.48729076255424675, 'Not a moral issue': 0.28208307501549906, 'Morally unacceptable': 0.12802231866088035}",0.35926844389336643
China,getting a divorce,-0.607435941696167,-0.6848945021629333,"{'Morally acceptable': 0.4482331060136392, 'Not a moral issue': 0.18381897086174828, 'Morally unacceptable': 0.24891506509609423}",0.19931804091754496
China,having an abortion,-0.6063779592514038,-0.7290788292884827,"{'Morally acceptable': 0.29324240545567265, 'Not a moral issue': 0.20706757594544328, 'Morally unacceptable': 0.3660880347179169}",-0.07284562926224425
China,homosexuality,0.21436846256256104,0.4466725289821625,"{'Morally acceptable': 0.1323620582765034, 'Not a moral issue': 0.1689398636081835, 'Morally unacceptable': 0.6047737135771853}",-0.47241165530068197
China,drinking alcohol,-0.21081142127513885,0.013909057714045048,"{'Morally acceptable': 0.11965282083075016, 'Not a moral issue': 0.36546807191568503, 'Morally unacceptable': 0.40731556106633604}",-0.2876627402355859
China,married people having an affair,-0.34214693307876587,-0.24185128509998322,"{'Morally acceptable': 0.07718536887786732, 'Not a moral issue': 0.12306261624302542, 'Morally unacceptable': 0.7371357718536887}",-0.6599504029758214
China,gambling,-0.3433820903301239,-0.21771496534347534,"{'Morally acceptable': 0.08679479231246125, 'Not a moral issue': 0.27991320520768753, 'Morally unacceptable': 0.5489770613763174}",-0.4621822690638562
China,sex between unmarried adults,-0.35415735840797424,-0.3198992609977722,"{'Morally acceptable': 0.12182269063856169, 'Not a moral issue': 0.17234965902045876, 'Morally unacceptable': 0.5756354618722876}",-0.453812771233726
Pakistan,using contraceptives,-0.4242854118347168,-0.10303444415330887,"{'Morally acceptable': 0.14487926727726894, 'Not a moral issue': 0.06994171523730225, 'Morally unacceptable': 0.6244796003330558}",-0.47960033305578686
Pakistan,getting a divorce,-0.8083077073097229,-0.6848945021629333,"{'Morally acceptable': 0.08243130724396336, 'Not a moral issue': 0.04329725228975854, 'Morally unacceptable': 0.7268942547876769}",-0.6444629475437136
Pakistan,having an abortion,-0.800765335559845,-0.7290788292884827,"{'Morally acceptable': 0.004995836802664446, 'Not a moral issue': 0.049125728559533725, 'Morally unacceptable': 0.8409658617818485}",-0.835970024979184
Pakistan,homosexuality,0.05315576493740082,0.4466725289821625,"{'Morally acceptable': 0.005828476269775187, 'Not a moral issue': 0.030807660283097418, 'Morally unacceptable': 0.8701082431307244}",-0.8642797668609492
Pakistan,drinking alcohol,-0.42929109930992126,0.013909057714045048,"{'Morally acceptable': 0.004995836802664446, 'Not a moral issue': 0.022481265611990008, 'Morally unacceptable': 0.9333888426311407}",-0.9283930058284763
Pakistan,married people having an affair,-0.5265178084373474,-0.24185128509998322,"{'Morally acceptable': 0.002497918401332223, 'Not a moral issue': 0.034970857618651124, 'Morally unacceptable': 0.9175686927560366}",-0.9150707743547044
Pakistan,gambling,-0.5251362323760986,-0.21771496534347534,"{'Morally acceptable': 0.002497918401332223, 'Not a moral issue': 0.038301415487094086, 'Morally unacceptable': 0.9367194004995837}",-0.9342214820982515
Pakistan,sex between unmarried adults,-0.5162408351898193,-0.3198992609977722,"{'Morally acceptable': 0.002497918401332223, 'Not a moral issue': 0.020815986677768527, 'Morally unacceptable': 0.9408825978351374}",-0.9383846794338052
Ghana,using contraceptives,-0.17828980088233948,-0.10303444415330887,"{'Morally acceptable': 0.36795994993742176, 'Not a moral issue': 0.07008760951188986, 'Morally unacceptable': 0.4981226533166458}",-0.13016270337922403
Ghana,getting a divorce,-0.5707157254219055,-0.6848945021629333,"{'Morally acceptable': 0.1113892365456821, 'Not a moral issue': 0.026282853566958697, 'Morally unacceptable': 0.7759699624530664}",-0.6645807259073843
Ghana,having an abortion,-0.6088097095489502,-0.7290788292884827,"{'Morally acceptable': 0.02252816020025031, 'Not a moral issue': 0.01877346683354193, 'Morally unacceptable': 0.9161451814768461}",-0.8936170212765958
Ghana,homosexuality,0.3288431763648987,0.4466725289821625,"{'Morally acceptable': 0.007509386733416771, 'Not a moral issue': 0.010012515644555695, 'Morally unacceptable': 0.9737171464330413}",-0.9662077596996246
Ghana,drinking alcohol,-0.17598773539066315,0.013909057714045048,"{'Morally acceptable': 0.09136420525657071, 'Not a moral issue': 0.08886107634543179, 'Morally unacceptable': 0.7834793491864831}",-0.6921151439299124
Ghana,married people having an affair,-0.28479066491127014,-0.24185128509998322,"{'Morally acceptable': 0.0951188986232791, 'Not a moral issue': 0.025031289111389236, 'Morally unacceptable': 0.8585732165206508}",-0.7634543178973716
Ghana,gambling,-0.03843710198998451,-0.21771496534347534,"{'Morally acceptable': 0.03128911138923655, 'Not a moral issue': 0.04130162703379224, 'Morally unacceptable': 0.9023779724655819}",-0.8710888610763454
Ghana,sex between unmarried adults,-0.3398188054561615,-0.3198992609977722,"{'Morally acceptable': 0.06758448060075094, 'Not a moral issue': 0.052565707133917394, 'Morally unacceptable': 0.8322903629536921}",-0.7647058823529411
South Africa,using contraceptives,-0.2577197551727295,-0.10303444415330887,"{'Morally acceptable': 0.6723926380368098, 'Not a moral issue': 0.08711656441717791, 'Morally unacceptable': 0.14355828220858896}",0.5288343558282209
South Africa,getting a divorce,-0.6037480235099792,-0.6848945021629333,"{'Morally acceptable': 0.16319018404907976, 'Not a moral issue': 0.150920245398773, 'Morally unacceptable': 0.37791411042944784}",-0.21472392638036808
South Africa,having an abortion,-0.6391716599464417,-0.7290788292884827,"{'Morally acceptable': 0.10061349693251534, 'Not a moral issue': 0.0834355828220859, 'Morally unacceptable': 0.5840490797546012}",-0.4834355828220859
South Africa,homosexuality,0.17010366916656494,0.4466725289821625,"{'Morally acceptable': 0.1901840490797546, 'Not a moral issue': 0.12515337423312883, 'Morally unacceptable': 0.5914110429447853}",-0.4012269938650307
South Africa,drinking alcohol,-0.26644518971443176,0.013909057714045048,"{'Morally acceptable': 0.22208588957055214, 'Not a moral issue': 0.26134969325153373, 'Morally unacceptable': 0.3337423312883436}",-0.11165644171779143
South Africa,married people having an affair,-0.39582669734954834,-0.24185128509998322,"{'Morally acceptable': 0.10552147239263804, 'Not a moral issue': 0.11288343558282209, 'Morally unacceptable': 0.6404907975460122}",-0.5349693251533743
South Africa,gambling,-0.2550294101238251,-0.21771496534347534,"{'Morally acceptable': 0.18404907975460122, 'Not a moral issue': 0.2822085889570552, 'Morally unacceptable': 0.3791411042944785}",-0.19509202453987728
South Africa,sex between unmarried adults,-0.4138913154602051,-0.3198992609977722,"{'Morally acceptable': 0.2233128834355828, 'Not a moral issue': 0.17668711656441718, 'Morally unacceptable': 0.4539877300613497}",-0.23067484662576687
Palestinian territories,using contraceptives,-0.4019739627838135,-0.10303444415330887,"{'Morally acceptable': 0.408641975308642, 'Not a moral issue': 0.24814814814814815, 'Morally unacceptable': 0.1345679012345679}",0.2740740740740741
Palestinian territories,getting a divorce,-0.6231363415718079,-0.6848945021629333,"{'Morally acceptable': 0.2691358024691358, 'Not a moral issue': 0.2765432098765432, 'Morally unacceptable': 0.22469135802469137}",0.04444444444444445
Palestinian territories,having an abortion,-0.6779364943504333,-0.7290788292884827,"{'Morally acceptable': 0.07037037037037037, 'Not a moral issue': 0.1345679012345679, 'Morally unacceptable': 0.5395061728395062}",-0.46913580246913583
Palestinian territories,homosexuality,0.07336075603961945,0.4466725289821625,"{'Morally acceptable': 0.007407407407407408, 'Not a moral issue': 0.03950617283950617, 'Morally unacceptable': 0.9382716049382716}",-0.9308641975308641
Palestinian territories,drinking alcohol,-0.35500577092170715,0.013909057714045048,"{'Morally acceptable': 0.008641975308641974, 'Not a moral issue': 0.09259259259259259, 'Morally unacceptable': 0.8901234567901235}",-0.8814814814814815
Palestinian territories,married people having an affair,-0.39385467767715454,-0.24185128509998322,"{'Morally acceptable': 0.007407407407407408, 'Not a moral issue': 0.03827160493827161, 'Morally unacceptable': 0.9395061728395062}",-0.9320987654320988
Palestinian territories,gambling,-0.42300599813461304,-0.21771496534347534,"{'Morally acceptable': 0.008641975308641974, 'Not a moral issue': 0.0691358024691358, 'Morally unacceptable': 0.9123456790123456}",-0.9037037037037037
Palestinian territories,sex between unmarried adults,-0.43792271614074707,-0.3198992609977722,"{'Morally acceptable': 0.012345679012345678, 'Not a moral issue': 0.03950617283950617, 'Morally unacceptable': 0.9395061728395062}",-0.9271604938271605
Israel,using contraceptives,-0.1998506635427475,-0.10303444415330887,"{'Morally acceptable': 0.39370932754880694, 'Not a moral issue': 0.2559652928416486, 'Morally unacceptable': 0.21691973969631237}",0.17678958785249457
Israel,getting a divorce,-0.5644147396087646,-0.6848945021629333,"{'Morally acceptable': 0.272234273318872, 'Not a moral issue': 0.30585683297180044, 'Morally unacceptable': 0.27440347071583515}",-0.0021691973969631406
Israel,having an abortion,-0.5973077416419983,-0.7290788292884827,"{'Morally acceptable': 0.20281995661605207, 'Not a moral issue': 0.21800433839479394, 'Morally unacceptable': 0.3774403470715835}",-0.17462039045553146
Israel,homosexuality,0.2527024447917938,0.4466725289821625,"{'Morally acceptable': 0.19414316702819956, 'Not a moral issue': 0.18546637744034708, 'Morally unacceptable': 0.5726681127982647}",-0.3785249457700651
Israel,drinking alcohol,-0.16106830537319183,0.013909057714045048,"{'Morally acceptable': 0.22885032537960953, 'Not a moral issue': 0.3297180043383948, 'Morally unacceptable': 0.3806941431670282}",-0.15184381778741868
Israel,married people having an affair,-0.32238301634788513,-0.24185128509998322,"{'Morally acceptable': 0.08893709327548807, 'Not a moral issue': 0.10303687635574837, 'Morally unacceptable': 0.7787418655097614}",-0.6898047722342734
Israel,gambling,-0.2897697985172272,-0.21771496534347534,"{'Morally acceptable': 0.12472885032537961, 'Not a moral issue': 0.2592190889370933, 'Morally unacceptable': 0.586767895878525}",-0.46203904555314534
Israel,sex between unmarried adults,-0.37100669741630554,-0.3198992609977722,"{'Morally acceptable': 0.25488069414316705, 'Not a moral issue': 0.1843817787418655, 'Morally unacceptable': 0.5086767895878525}",-0.2537960954446854
