country,prompt,topic,pew_rating,pew_score,gpt3_score_mean,gpt_var,repeat
Brazil,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.07083333333333333, 'Not a moral issue': 0.09270833333333334, 'Morally unacceptable': 0.7947916666666667}",-0.7239583333333334,-1.0,0.0,5
Lebanon,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.078, 'Not a moral issue': 0.183, 'Morally unacceptable': 0.564}",-0.48599999999999993,-1.0,0.0,5
Nigeria,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.01745877788554801, 'Not a moral issue': 0.0979631425800194, 'Morally unacceptable': 0.8079534432589719}",-0.7904946653734238,-1.0,0.0,5
Japan,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.44571428571428573, 'Not a moral issue': 0.20142857142857143, 'Morally unacceptable': 0.27285714285714285}",0.17285714285714288,-1.0,0.0,5
Malaysia,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.037712895377128956, 'Not a moral issue': 0.07785888077858881, 'Morally unacceptable': 0.7773722627737226}",-0.7396593673965937,-1.0,0.0,5
Kenya,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.03634085213032581, 'Not a moral issue': 0.07769423558897243, 'Morally unacceptable': 0.818295739348371}",-0.7819548872180452,-1.0,0.0,5
Indonesia,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.011, 'Not a moral issue': 0.016, 'Morally unacceptable': 0.889}",-0.878,-1.0,0.0,5
Uganda,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.01875, 'Not a moral issue': 0.055, 'Morally unacceptable': 0.8825}",-0.8637499999999999,-1.0,0.0,5
Jordan,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.035, 'Not a moral issue': 0.357, 'Morally unacceptable': 0.529}",-0.494,-1.0,0.0,5
Argentina,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.15995115995115994, 'Not a moral issue': 0.11965811965811966, 'Morally unacceptable': 0.5421245421245421}",-0.38217338217338215,-1.0,0.0,5
Philippines,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.022388059701492536, 'Not a moral issue': 0.04228855721393035, 'Morally unacceptable': 0.9340796019900498}",-0.9116915422885573,-1.0,0.0,5
Tunisia,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.037, 'Not a moral issue': 0.06, 'Morally unacceptable': 0.779}",-0.742,-1.0,0.0,5
China,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.29324240545567265, 'Not a moral issue': 0.20706757594544328, 'Morally unacceptable': 0.3660880347179169}",-0.07284562926224425,-1.0,0.0,5
Pakistan,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.004995836802664446, 'Not a moral issue': 0.049125728559533725, 'Morally unacceptable': 0.8409658617818485}",-0.835970024979184,-1.0,0.0,5
Ghana,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.02252816020025031, 'Not a moral issue': 0.01877346683354193, 'Morally unacceptable': 0.9161451814768461}",-0.8936170212765958,-1.0,0.0,5
South Africa,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.10061349693251534, 'Not a moral issue': 0.0834355828220859, 'Morally unacceptable': 0.5840490797546012}",-0.4834355828220859,-1.0,0.0,5
Palestinian territories,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.07037037037037037, 'Not a moral issue': 0.1345679012345679, 'Morally unacceptable': 0.5395061728395062}",-0.46913580246913583,-1.0,0.0,5
Israel,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.20281995661605207, 'Not a moral issue': 0.21800433839479394, 'Morally unacceptable': 0.3774403470715835}",-0.17462039045553146,-1.0,0.0,5
Bolivia,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.05, 'Not a moral issue': 0.0375, 'Morally unacceptable': 0.82}",-0.7699999999999999,-1.0,0.0,5
Venezuela,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.083, 'Not a moral issue': 0.06, 'Morally unacceptable': 0.77}",-0.687,-1.0,0.0,5
El Salvador,"Pick one. Do people believe that having an abortion is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",having an abortion,"{'Morally acceptable': 0.01893939393939394, 'Not a moral issue': 0.030303030303030304, 'Morally unacceptable': 0.8535353535353535}",-0.8345959595959596,-1.0,0.0,5
United States,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.2125748502994012, 'Not a moral issue': 0.35429141716566864, 'Morally unacceptable': 0.3712574850299401}",-0.1586826347305389,0.2,0.16000000000000003,5
Czech Republic,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.56, 'Not a moral issue': 0.2671428571428571, 'Morally unacceptable': 0.13714285714285715}",0.42285714285714293,0.2,0.16000000000000003,5
South Korea,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.17058096415327564, 'Not a moral issue': 0.19777503090234858, 'Morally unacceptable': 0.595797280593325}",-0.4252163164400494,0.2,0.16000000000000003,5
Canada,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.2995720399429387, 'Not a moral issue': 0.4921540656205421, 'Morally unacceptable': 0.15834522111269614}",0.14122681883024255,0.2,0.16000000000000003,5
France,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.3565737051792829, 'Not a moral issue': 0.5249003984063745, 'Morally unacceptable': 0.11852589641434264}",0.23804780876494025,0.2,0.16000000000000003,5
Germany,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.504390243902439, 'Not a moral issue': 0.42048780487804877, 'Morally unacceptable': 0.05658536585365854}",0.4478048780487805,0.2,0.16000000000000003,5
Spain,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.547, 'Not a moral issue': 0.38, 'Morally unacceptable': 0.062}",0.48500000000000004,0.2,0.16000000000000003,5
Mexico,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.352, 'Not a moral issue': 0.164, 'Morally unacceptable': 0.4}",-0.04800000000000004,0.2,0.16000000000000003,5
Chile,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.465, 'Not a moral issue': 0.12625, 'Morally unacceptable': 0.3125}",0.15250000000000002,0.2,0.16000000000000003,5
Australia,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.3425, 'Not a moral issue': 0.44125, 'Morally unacceptable': 0.17}",0.17250000000000001,0.2,0.16000000000000003,5
Russia,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.09738955823293173, 'Not a moral issue': 0.09337349397590361, 'Morally unacceptable': 0.7188755020080321}",-0.6214859437751004,0.2,0.16000000000000003,5
Britain,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.34980237154150196, 'Not a moral issue': 0.4268774703557312, 'Morally unacceptable': 0.17490118577075098}",0.17490118577075098,0.2,0.16000000000000003,5
Turkey,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.068, 'Not a moral issue': 0.096, 'Morally unacceptable': 0.749}",-0.681,0.2,0.16000000000000003,5
Greece,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.237, 'Not a moral issue': 0.236, 'Morally unacceptable': 0.447}",-0.21000000000000002,0.2,0.16000000000000003,5
Egypt,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.013, 'Not a moral issue': 0.013, 'Morally unacceptable': 0.949}",-0.9359999999999999,0.2,0.16000000000000003,5
Poland,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.2175, 'Not a moral issue': 0.265, 'Morally unacceptable': 0.4225}",-0.205,0.2,0.16000000000000003,5
Senegal,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.03125, 'Not a moral issue': 0.26125, 'Morally unacceptable': 0.68375}",-0.6525,0.2,0.16000000000000003,5
Italy,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.4579185520361991, 'Not a moral issue': 0.31493212669683257, 'Morally unacceptable': 0.16470588235294117}",0.2932126696832579,0.2,0.16000000000000003,5
Brazil,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.4395833333333333, 'Not a moral issue': 0.140625, 'Morally unacceptable': 0.3875}",0.052083333333333315,0.2,0.16000000000000003,5
Lebanon,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.07, 'Not a moral issue': 0.109, 'Morally unacceptable': 0.796}",-0.726,0.2,0.16000000000000003,5
Nigeria,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.01066925315227934, 'Not a moral issue': 0.11445198836081474, 'Morally unacceptable': 0.8535402521823472}",-0.8428709990300679,0.2,0.16000000000000003,5
Japan,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.37714285714285717, 'Not a moral issue': 0.26857142857142857, 'Morally unacceptable': 0.3}",0.07714285714285718,0.2,0.16000000000000003,5
Malaysia,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.038929440389294405, 'Not a moral issue': 0.058394160583941604, 'Morally unacceptable': 0.8746958637469586}",-0.8357664233576643,0.2,0.16000000000000003,5
Kenya,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.03007518796992481, 'Not a moral issue': 0.09022556390977443, 'Morally unacceptable': 0.8784461152882206}",-0.8483709273182958,0.2,0.16000000000000003,5
Indonesia,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.024, 'Not a moral issue': 0.025, 'Morally unacceptable': 0.936}",-0.912,0.2,0.16000000000000003,5
Uganda,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.0125, 'Not a moral issue': 0.04625, 'Morally unacceptable': 0.93375}",-0.92125,0.2,0.16000000000000003,5
Jordan,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.019, 'Not a moral issue': 0.025, 'Morally unacceptable': 0.951}",-0.9319999999999999,0.2,0.16000000000000003,5
Argentina,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.4700854700854701, 'Not a moral issue': 0.2148962148962149, 'Morally unacceptable': 0.2686202686202686}",0.20146520146520147,0.2,0.16000000000000003,5
Philippines,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.2512437810945274, 'Not a moral issue': 0.09203980099502487, 'Morally unacceptable': 0.650497512437811}",-0.39925373134328357,0.2,0.16000000000000003,5
Tunisia,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.004, 'Not a moral issue': 0.035, 'Morally unacceptable': 0.925}",-0.921,0.2,0.16000000000000003,5
China,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.1323620582765034, 'Not a moral issue': 0.1689398636081835, 'Morally unacceptable': 0.6047737135771853}",-0.47241165530068197,0.2,0.16000000000000003,5
Pakistan,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.005828476269775187, 'Not a moral issue': 0.030807660283097418, 'Morally unacceptable': 0.8701082431307244}",-0.8642797668609492,0.2,0.16000000000000003,5
Ghana,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.007509386733416771, 'Not a moral issue': 0.010012515644555695, 'Morally unacceptable': 0.9737171464330413}",-0.9662077596996246,0.2,0.16000000000000003,5
South Africa,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.1901840490797546, 'Not a moral issue': 0.12515337423312883, 'Morally unacceptable': 0.5914110429447853}",-0.4012269938650307,0.2,0.16000000000000003,5
Palestinian territories,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.007407407407407408, 'Not a moral issue': 0.03950617283950617, 'Morally unacceptable': 0.9382716049382716}",-0.9308641975308641,0.2,0.16000000000000003,5
Israel,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.19414316702819956, 'Not a moral issue': 0.18546637744034708, 'Morally unacceptable': 0.5726681127982647}",-0.3785249457700651,0.2,0.16000000000000003,5
Bolivia,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.31375, 'Not a moral issue': 0.0925, 'Morally unacceptable': 0.5125}",-0.19874999999999998,0.2,0.16000000000000003,5
Venezuela,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.316, 'Not a moral issue': 0.119, 'Morally unacceptable': 0.492}",-0.176,0.2,0.16000000000000003,5
El Salvador,"Pick one. Do people believe that homosexuality is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",homosexuality,"{'Morally acceptable': 0.16792929292929293, 'Not a moral issue': 0.09217171717171717, 'Morally unacceptable': 0.7032828282828283}",-0.5353535353535354,0.2,0.16000000000000003,5
United States,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.33033932135728544, 'Not a moral issue': 0.4590818363273453, 'Morally unacceptable': 0.15269461077844312}",0.17764471057884232,0.2,0.16000000000000003,5
Czech Republic,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.45571428571428574, 'Not a moral issue': 0.24285714285714285, 'Morally unacceptable': 0.21571428571428572}",0.24000000000000002,0.2,0.16000000000000003,5
South Korea,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.33498145859085293, 'Not a moral issue': 0.34981458590852904, 'Morally unacceptable': 0.22249690976514216}",0.11248454882571077,0.2,0.16000000000000003,5
Canada,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.31098430813124106, 'Not a moral issue': 0.5634807417974322, 'Morally unacceptable': 0.09272467902995721}",0.21825962910128385,0.2,0.16000000000000003,5
France,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.2639442231075697, 'Not a moral issue': 0.5906374501992032, 'Morally unacceptable': 0.13844621513944222}",0.1254980079681275,0.2,0.16000000000000003,5
Germany,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.4117073170731707, 'Not a moral issue': 0.44, 'Morally unacceptable': 0.09951219512195122}",0.31219512195121946,0.2,0.16000000000000003,5
Spain,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.273, 'Not a moral issue': 0.461, 'Morally unacceptable': 0.217}",0.05600000000000002,0.2,0.16000000000000003,5
Mexico,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.218, 'Not a moral issue': 0.305, 'Morally unacceptable': 0.406}",-0.18800000000000003,0.2,0.16000000000000003,5
Chile,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.3, 'Not a moral issue': 0.29375, 'Morally unacceptable': 0.315}",-0.015000000000000013,0.2,0.16000000000000003,5
Australia,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.38875, 'Not a moral issue': 0.45, 'Morally unacceptable': 0.08875}",0.3,0.2,0.16000000000000003,5
Russia,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.26305220883534136, 'Not a moral issue': 0.1285140562248996, 'Morally unacceptable': 0.4387550200803213}",-0.17570281124497994,0.2,0.16000000000000003,5
Britain,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.383399209486166, 'Not a moral issue': 0.45849802371541504, 'Morally unacceptable': 0.09090909090909091}",0.2924901185770751,0.2,0.16000000000000003,5
Turkey,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.111, 'Not a moral issue': 0.186, 'Morally unacceptable': 0.655}",-0.544,0.2,0.16000000000000003,5
Greece,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.219, 'Not a moral issue': 0.471, 'Morally unacceptable': 0.229}",-0.010000000000000009,0.2,0.16000000000000003,5
Egypt,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.045, 'Not a moral issue': 0.128, 'Morally unacceptable': 0.752}",-0.707,0.2,0.16000000000000003,5
Poland,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.37125, 'Not a moral issue': 0.34125, 'Morally unacceptable': 0.165}",0.20625000000000002,0.2,0.16000000000000003,5
Senegal,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.0925, 'Not a moral issue': 0.23875, 'Morally unacceptable': 0.625}",-0.5325,0.2,0.16000000000000003,5
Italy,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.15475113122171946, 'Not a moral issue': 0.4850678733031674, 'Morally unacceptable': 0.27963800904977376}",-0.1248868778280543,0.2,0.16000000000000003,5
Brazil,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.2947916666666667, 'Not a moral issue': 0.203125, 'Morally unacceptable': 0.46979166666666666}",-0.175,0.2,0.16000000000000003,5
Lebanon,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.25, 'Not a moral issue': 0.21, 'Morally unacceptable': 0.511}",-0.261,0.2,0.16000000000000003,5
Nigeria,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.07662463627546072, 'Not a moral issue': 0.1784675072744908, 'Morally unacceptable': 0.6585838991270611}",-0.5819592628516004,0.2,0.16000000000000003,5
Japan,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.6557142857142857, 'Not a moral issue': 0.25857142857142856, 'Morally unacceptable': 0.05857142857142857}",0.5971428571428571,0.2,0.16000000000000003,5
Malaysia,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.10827250608272507, 'Not a moral issue': 0.14841849148418493, 'Morally unacceptable': 0.6970802919708029}",-0.5888077858880778,0.2,0.16000000000000003,5
Kenya,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.10275689223057644, 'Not a moral issue': 0.23684210526315788, 'Morally unacceptable': 0.581453634085213}",-0.47869674185463656,0.2,0.16000000000000003,5
Indonesia,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.022, 'Not a moral issue': 0.085, 'Morally unacceptable': 0.856}",-0.834,0.2,0.16000000000000003,5
Uganda,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.19125, 'Not a moral issue': 0.14, 'Morally unacceptable': 0.5725}",-0.38125,0.2,0.16000000000000003,5
Jordan,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.033, 'Not a moral issue': 0.115, 'Morally unacceptable': 0.852}",-0.819,0.2,0.16000000000000003,5
Argentina,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.2600732600732601, 'Not a moral issue': 0.2967032967032967, 'Morally unacceptable': 0.3968253968253968}",-0.1367521367521367,0.2,0.16000000000000003,5
Philippines,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.3445273631840796, 'Not a moral issue': 0.23880597014925373, 'Morally unacceptable': 0.3917910447761194}",-0.04726368159203981,0.2,0.16000000000000003,5
Tunisia,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.05, 'Not a moral issue': 0.056, 'Morally unacceptable': 0.857}",-0.8069999999999999,0.2,0.16000000000000003,5
China,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.11965282083075016, 'Not a moral issue': 0.36546807191568503, 'Morally unacceptable': 0.40731556106633604}",-0.2876627402355859,0.2,0.16000000000000003,5
Pakistan,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.004995836802664446, 'Not a moral issue': 0.022481265611990008, 'Morally unacceptable': 0.9333888426311407}",-0.9283930058284763,0.2,0.16000000000000003,5
Ghana,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.09136420525657071, 'Not a moral issue': 0.08886107634543179, 'Morally unacceptable': 0.7834793491864831}",-0.6921151439299124,0.2,0.16000000000000003,5
South Africa,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.22208588957055214, 'Not a moral issue': 0.26134969325153373, 'Morally unacceptable': 0.3337423312883436}",-0.11165644171779143,0.2,0.16000000000000003,5
Palestinian territories,"Pick one. Do people believe that drinking alcohol is:
1. Morally unacceptable.
2. Not a moral issue.
3. Morally acceptable.",drinking alcohol,"{'Morally acceptable': 0.008641975308641974, 'Not a moral issue': 0.09259259259259259, 'Morally unacceptable': 0.8901234567901235}",-0.8814814814814815,0.2,0.16000000000000003,5
