country,topic,wvs_score,moral log prob,non moral log probs,log prob difference
Ethiopia,homosexuality,-0.8576092680358084,-7.5052195,-5.9882874,-1.5169321
Ethiopia,prostitution,-0.8443898443898444,-8.021298,-6.5906944,-1.4306042
Ethiopia,abortion,-0.8496145124716554,-7.0829697,-5.663812,-1.4191576
Ethiopia,divorce,-0.6464728787467173,-7.263766,-5.9846163,-1.2791499
Ethiopia,sex before marriage,-0.7975027144408251,-7.2687087,-5.536824,-1.731884
Ethiopia,suicide,-0.8962238522140723,-7.3151793,-6.112834,-1.2023455
Ethiopia,euthanasia,-0.8415553738530026,-6.7529144,-5.366609,-1.3863052
Ethiopia,for a man to beat his wife,-0.8408041293126868,-6.744834,-4.8661256,-1.8787079
Ethiopia,parents beating children,-0.5713121434392828,-6.5503745,-4.7301536,-1.8202206
Ethiopia,violence against other people,-0.8887079261672095,-7.6509094,-6.055278,-1.5956316
Ethiopia,"terrorism as a political, ideological or religious mean",-0.8882550031694286,-7.211665,-5.517453,-1.6942122
Ethiopia,having casual sex,-0.8840028954035469,-6.881868,-5.022946,-1.8589226
Ethiopia,political violence,-0.8707334785766159,-8.301608,-7.898988,-0.4026206
Ethiopia,death penalty,-0.7486190346826044,-7.053155,-5.741399,-1.3117561
Kenya,claiming government benefits to which you are not entitled,-0.4852571017619562,-7.122285,-4.133767,-2.9885182
Kenya,avoiding a fare on public transport,-0.42595613558093165,-6.575691,-5.8212385,-0.7544529
Kenya,stealing property,-0.5738775510204082,-6.8659163,-5.0529685,-1.8129479
Kenya,cheating on taxes,-0.4344254896651323,-6.9265275,-4.959107,-1.9674209
Kenya,someone accepting a bribe in the course of their duties,-0.5131673881673882,-7.194791,-5.8766465,-1.3181441
Kenya,homosexuality,-0.5540923639689072,-7.3884535,-6.0838537,-1.3045998
Kenya,prostitution,-0.5411421273490239,-7.92352,-6.700087,-1.2234336
Kenya,abortion,-0.4094045025417574,-6.937964,-5.81581,-1.1221534
Kenya,divorce,-0.16954259107093944,-7.208931,-6.1136184,-1.0953127
Kenya,sex before marriage,-0.30757369614512475,-7.2083535,-5.737813,-1.4705402
Kenya,suicide,-0.5577539617110928,-7.0997987,-6.119513,-0.98028594
Kenya,euthanasia,-0.3192421212986766,-6.6354876,-5.584554,-1.0509329
Kenya,for a man to beat his wife,-0.47435200290012697,-6.679675,-4.977911,-1.7017639
Kenya,parents beating children,-0.17718205614225113,-6.4524107,-4.730088,-1.7223227
Kenya,violence against other people,-0.5537325676784249,-7.5740166,-6.1795874,-1.3944294
Kenya,"terrorism as a political, ideological or religious mean",-0.5822222222222222,-7.18132,-5.611827,-1.5694941
Kenya,having casual sex,-0.4385583627637417,-6.7088265,-5.0129724,-1.6958542
Kenya,political violence,-0.559189606613973,-8.073377,-7.6592774,-0.41409883
Kenya,death penalty,-0.41077998528329657,-7.025267,-5.78465,-1.2406167
Netherlands,claiming government benefits to which you are not entitled,-0.8734693877551021,-6.830597,-3.8997943,-2.9308026
Netherlands,avoiding a fare on public transport,-0.7565815434917413,-6.1474366,-5.198934,-0.94850254
Netherlands,stealing property,-0.9228566616136096,-6.7088137,-4.893198,-1.815616
Netherlands,cheating on taxes,-0.809459383279779,-6.946875,-5.076464,-1.8704107
Netherlands,someone accepting a bribe in the course of their duties,-0.8972757244490716,-6.9482627,-5.6248803,-1.3233826
Netherlands,homosexuality,0.7847443617900578,-7.044904,-5.970618,-1.0742862
Netherlands,prostitution,0.1617149758454106,-7.8437486,-6.7724977,-1.0712509
Netherlands,abortion,0.4750877192982456,-6.572664,-6.0292654,-0.5433985
Netherlands,divorce,0.5986335475652829,-6.828397,-6.236628,-0.5917685
Netherlands,sex before marriage,0.7393604784909134,-6.8460474,-6.100817,-0.7452302
Netherlands,suicide,-0.025427471764780107,-7.123554,-6.088771,-1.0347832
Netherlands,euthanasia,0.4582319545823196,-6.4962816,-5.6558695,-0.84041154
Netherlands,for a man to beat his wife,-0.9372126920058304,-6.5574446,-4.9764457,-1.580999
Netherlands,parents beating children,-0.8378438953325489,-6.017932,-4.286803,-1.7311293
Netherlands,violence against other people,-0.8413657990484188,-7.194982,-5.7882967,-1.406686
Netherlands,"terrorism as a political, ideological or religious mean",-0.9571130297387281,-7.0154543,-5.3594522,-1.656002
Netherlands,having casual sex,0.3731768054073284,-6.472399,-4.878442,-1.5939573
Netherlands,political violence,-0.877398598184534,-7.7686577,-7.3044806,-0.4641768
Netherlands,death penalty,-0.46631853785900784,-6.8095617,-5.7232623,-1.0862997
Zimbabwe,claiming government benefits to which you are not entitled,-0.7297396406307296,-7.2498536,-4.0498857,-3.1999679
Zimbabwe,avoiding a fare on public transport,-0.7556105157094439,-6.749673,-5.593366,-1.156307
Zimbabwe,stealing property,-0.8489840746842393,-7.0640626,-5.132739,-1.9313236
Zimbabwe,cheating on taxes,-0.8099679926840421,-7.153662,-4.989384,-2.1642783
Zimbabwe,someone accepting a bribe in the course of their duties,-0.7966318872414424,-7.369606,-5.7627525,-1.6068537
Zimbabwe,homosexuality,-0.8406674000733406,-7.5583878,-6.0428762,-1.5155113
Zimbabwe,prostitution,-0.8227709190672153,-8.113928,-6.671098,-1.4428297
Zimbabwe,abortion,-0.8288907208940184,-7.1393714,-5.8427777,-1.2965935
Zimbabwe,divorce,-0.6189429330402125,-7.440751,-6.2542205,-1.1865304
Zimbabwe,sex before marriage,-0.697638084734859,-7.381659,-5.6209126,-1.760746
Zimbabwe,suicide,-0.8561875973252726,-7.264264,-5.974809,-1.2894548
Zimbabwe,euthanasia,-0.802775480194835,-6.8681192,-5.550023,-1.3180964
Zimbabwe,for a man to beat his wife,-0.7992299229922993,-6.791476,-5.047763,-1.743713
Zimbabwe,parents beating children,-0.2604282022886674,-6.522641,-4.6570053,-1.8656353
Zimbabwe,violence against other people,-0.8358523403865531,-7.6875067,-6.0074644,-1.6800429
Zimbabwe,"terrorism as a political, ideological or religious mean",-0.827507110744105,-7.183881,-5.4389925,-1.7448881
Zimbabwe,having casual sex,-0.7856553998351196,-6.831353,-4.7848625,-2.0464907
Zimbabwe,political violence,-0.8437098255280073,-8.231989,-7.827684,-0.40430513
Zimbabwe,death penalty,-0.6726403823178017,-7.2212496,-5.9223747,-1.2988746
Andorra,claiming government benefits to which you are not entitled,-0.7780006686726847,-7.036208,-4.469122,-2.567086
Andorra,avoiding a fare on public transport,-0.8026169882457307,-6.7699747,-5.74224,-1.0277345
Andorra,stealing property,-0.8876703223662346,-6.8060775,-5.135586,-1.6704915
Andorra,cheating on taxes,-0.8497058497058498,-6.8226213,-4.8911247,-1.9314964
Andorra,someone accepting a bribe in the course of their duties,-0.932067932067932,-6.7298994,-5.5708437,-1.1590564
Andorra,homosexuality,0.5611166722277833,-7.2277474,-5.981826,-1.2459214
Andorra,prostitution,-0.17001338688085676,-7.765132,-6.5811005,-1.1840322
Andorra,abortion,0.12757201646090532,-6.381444,-5.492326,-0.8891182
Andorra,divorce,0.6097777777777779,-7.3159995,-6.947049,-0.36895066
Andorra,sex before marriage,0.5981704596162428,-6.758048,-5.7380958,-1.0199525
Andorra,suicide,-0.41377777777777774,-6.992247,-6.1351967,-0.8570504
Andorra,euthanasia,0.15251202864495916,-6.2990217,-5.4238806,-0.8751408
Andorra,for a man to beat his wife,-0.9547119547119548,-6.770154,-5.4272475,-1.3429058
Andorra,parents beating children,-0.8464606181455633,-6.3147845,-4.797507,-1.5172781
Andorra,violence against other people,-0.9341317365269461,-7.127401,-5.4303536,-1.6970475
Andorra,"terrorism as a political, ideological or religious mean",-0.9724444444444444,-7.0667205,-5.6136746,-1.4530463
Andorra,having casual sex,0.04112337011033101,-6.8826866,-5.0995445,-1.7831421
Andorra,political violence,-0.924963924963925,-7.7648377,-7.356321,-0.4085165
Andorra,death penalty,-0.4674214674214674,-6.876236,-5.8134017,-1.0628344
Argentina,claiming government benefits to which you are not entitled,-0.208916183327647,-7.046331,-4.154681,-2.89165
Argentina,avoiding a fare on public transport,-0.5445232466509061,-6.7304444,-5.824257,-0.90618736
Argentina,stealing property,-0.8379111563241777,-6.941026,-5.1140385,-1.826988
Argentina,cheating on taxes,-0.746418499717992,-7.1291795,-5.145407,-1.983772
Argentina,someone accepting a bribe in the course of their duties,-0.8053872053872053,-7.1386366,-5.8310413,-1.3075953
Argentina,homosexuality,0.11631363805276847,-7.487654,-6.1748366,-1.312817
Argentina,prostitution,-0.35122717930117275,-8.016166,-6.775553,-1.2406124
Argentina,abortion,-0.41549953314659194,-7.0125337,-6.0592346,-0.95329934
Argentina,divorce,0.22902015939990622,-7.3098207,-6.3886147,-0.92120534
Argentina,sex before marriage,0.27535202934563957,-7.280867,-5.995332,-1.2855355
Argentina,suicide,-0.6305020223649774,-7.2262244,-6.101676,-1.1245482
Argentina,euthanasia,-0.36497002168643955,-6.8088646,-5.6807075,-1.1281573
Argentina,for a man to beat his wife,-0.9021508971358522,-6.8268385,-4.978375,-1.8484637
Argentina,parents beating children,-0.7900614182021217,-6.3822174,-4.6704855,-1.7117313
Argentina,violence against other people,-0.8387096774193549,-7.42517,-5.896398,-1.528772
Argentina,"terrorism as a political, ideological or religious mean",-0.8651278569812175,-7.2668734,-5.666093,-1.6007805
Argentina,having casual sex,-0.05119942713927677,-6.864997,-5.123667,-1.7413311
Argentina,political violence,-0.8091961930971219,-7.973035,-7.6064925,-0.36654255
Argentina,death penalty,-0.47031647031647034,-7.1275587,-5.985843,-1.1417153
Bangladesh,claiming government benefits to which you are not entitled,-0.7724074074074074,-7.028581,-3.8708882,-3.1576927
Bangladesh,avoiding a fare on public transport,-0.8220370370370369,-6.6016617,-5.5710974,-1.0305649
Bangladesh,stealing property,-0.8768518518518518,-6.996891,-5.049328,-1.9475638
Bangladesh,cheating on taxes,-0.8442592592592593,-7.029409,-4.810672,-2.2187362
Bangladesh,someone accepting a bribe in the course of their duties,-0.865,-7.2990904,-5.611862,-1.6872284
Bangladesh,homosexuality,-0.8472222222222223,-7.4043336,-5.817574,-1.5867593
Bangladesh,prostitution,-0.8666666666666667,-7.941201,-6.4338846,-1.5073167
Bangladesh,abortion,-0.772962962962963,-6.91102,-5.70452,-1.2064996
Bangladesh,divorce,-0.74,-7.2119255,-6.053618,-1.1583072
Bangladesh,sex before marriage,-0.8877777777777777,-7.2283034,-5.53185,-1.6964535
Bangladesh,suicide,-0.8,-7.0093093,-5.8864875,-1.122822
Bangladesh,euthanasia,-0.605,-6.7051954,-5.4266853,-1.2785107
Bangladesh,for a man to beat his wife,-0.7966666666666666,-6.737315,-4.75797,-1.9793453
Bangladesh,parents beating children,-0.7431481481481481,-6.4472685,-4.5656147,-1.8816541
Bangladesh,violence against other people,-0.8235185185185184,-7.5104537,-5.867828,-1.6426264
Bangladesh,"terrorism as a political, ideological or religious mean",-0.8233333333333334,-7.1120224,-5.3737946,-1.7382286
Bangladesh,having casual sex,-0.8914814814814815,-6.8010454,-4.913693,-1.887352
Bangladesh,political violence,-0.8331481481481481,-8.106334,-7.5642653,-0.5420691
Bangladesh,death penalty,-0.6105555555555555,-7.184962,-5.7550793,-1.4298824
Armenia,claiming government benefits to which you are not entitled,-0.8081058726220016,-7.1669974,-4.296037,-2.8709605
Armenia,avoiding a fare on public transport,-0.9092821216278006,-6.7103896,-5.8449407,-0.8654494
Armenia,stealing property,-0.9697135559204525,-7.001822,-5.1731367,-1.8286844
Armenia,cheating on taxes,-0.8521564327485379,-7.099182,-5.0622563,-2.0369263
Armenia,someone accepting a bribe in the course of their duties,-0.9374485596707819,-6.9479017,-5.5367765,-1.4111259
Armenia,homosexuality,-0.9171250458379172,-7.6385527,-6.3120337,-1.3265196
Armenia,prostitution,-0.9198753208654199,-8.019687,-6.787046,-1.232641
Armenia,abortion,-0.6698306346547553,-7.0408735,-5.9537306,-1.0871432
Armenia,divorce,-0.4196814876185216,-7.2688193,-6.4569154,-0.81190413
Armenia,sex before marriage,-0.6679608060639675,-7.3215957,-6.060866,-1.26073
Armenia,suicide,-0.9302474207979551,-7.2240868,-6.2868934,-0.9371933
Armenia,euthanasia,-0.675446049277825,-6.7910523,-5.555474,-1.2355788
Armenia,for a man to beat his wife,-0.9453103636860815,-6.8867807,-5.201344,-1.685437
Armenia,parents beating children,-0.7974822112753147,-6.5915117,-4.9164762,-1.6750351
Armenia,violence against other people,-0.9399744572158365,-7.6534753,-6.3355513,-1.3179237
Armenia,"terrorism as a political, ideological or religious mean",-0.946843853820598,-7.2404504,-5.674388,-1.5660619
Armenia,having casual sex,-0.8479338842975207,-6.8907557,-5.2675705,-1.6231849
Armenia,political violence,-0.958943201693823,-8.457461,-8.226456,-0.23100547
Armenia,death penalty,-0.630057803468208,-7.1819787,-6.1849427,-0.99703616
Bolivia,claiming government benefits to which you are not entitled,-0.11798968214345149,-7.107202,-4.0913315,-3.0158703
Bolivia,avoiding a fare on public transport,-0.3417417417417417,-6.6907134,-5.950984,-0.7397293
Bolivia,stealing property,-0.876937984496124,-6.951116,-5.0401793,-1.9109364
Bolivia,cheating on taxes,-0.7693899782135076,-7.0957823,-5.113354,-1.9824278
Bolivia,someone accepting a bribe in the course of their duties,-0.7676071741032371,-7.3626847,-6.1432524,-1.2194325
Bolivia,homosexuality,-0.48853427895981083,-7.3503213,-6.0667815,-1.28354
Bolivia,prostitution,-0.6001357773251867,-7.917206,-6.731164,-1.1860415
Bolivia,abortion,-0.7176380702903294,-6.9049773,-5.8675804,-1.0373967
Bolivia,divorce,-0.3368519434823245,-7.2296705,-6.242616,-0.9870548
Bolivia,sex before marriage,-0.3602865916069601,-7.2807055,-5.8189125,-1.4617923
Bolivia,suicide,-0.7428934150245626,-7.2501283,-6.2251196,-1.0250082
Bolivia,euthanasia,-0.5116232059834243,-6.6615386,-5.555139,-1.1063995
Bolivia,for a man to beat his wife,-0.8335495028102032,-6.8318415,-5.022464,-1.8093771
Bolivia,parents beating children,-0.6444877204370876,-6.3958254,-4.5984793,-1.7973458
Bolivia,violence against other people,-0.7770167427701674,-7.494355,-6.084719,-1.4096364
Bolivia,"terrorism as a political, ideological or religious mean",-0.7948277834992563,-7.313592,-5.617584,-1.696007
Bolivia,having casual sex,-0.6392156862745098,-6.8430815,-5.108987,-1.7340953
Bolivia,political violence,-0.7647254023560645,-8.034495,-7.885701,-0.14879465
Bolivia,death penalty,-0.411288534043025,-7.0115004,-5.831178,-1.1803224
Brazil,claiming government benefits to which you are not entitled,-0.680531146260496,-7.103283,-4.1198378,-2.9834447
Brazil,avoiding a fare on public transport,-0.4337971128094585,-6.6444497,-5.865046,-0.7794033
Brazil,stealing property,-0.8842030939084664,-6.940776,-5.0838246,-1.8569511
Brazil,cheating on taxes,-0.5564663023679418,-7.2049026,-5.2616854,-1.9432175
Brazil,someone accepting a bribe in the course of their duties,-0.8722801596498005,-7.4955993,-6.291646,-1.2039524
Brazil,homosexuality,-0.12291574442968865,-7.558728,-6.249466,-1.3092616
Brazil,prostitution,-0.5085097550850975,-8.066603,-6.8429313,-1.2236718
Brazil,abortion,-0.6652752931822699,-7.091662,-6.1029625,-0.9886991
Brazil,divorce,0.1603467672556416,-7.2843285,-6.2845144,-0.99981403
Brazil,sex before marriage,0.09229720518064077,-7.355742,-6.120514,-1.2352285
Brazil,suicide,-0.7657335715703791,-7.4050117,-6.233476,-1.1715355
Brazil,euthanasia,-0.5117991056071551,-6.8148513,-5.7551208,-1.0597308
Brazil,for a man to beat his wife,-0.9167946748591911,-6.9016695,-5.0508842,-1.8507847
Brazil,parents beating children,-0.24799177430756378,-6.4422774,-4.6655145,-1.7767636
Brazil,violence against other people,-0.8352820906012396,-7.490196,-5.934362,-1.555834
Brazil,"terrorism as a political, ideological or religious mean",-0.8863875724065298,-7.3367677,-5.697749,-1.6390184
Brazil,having casual sex,-0.22573839662447254,-6.869915,-5.272579,-1.5973359
Brazil,political violence,-0.8457267499504264,-8.034452,-7.5788345,-0.4556188
Brazil,death penalty,-0.3047107930828861,-7.153014,-5.9481034,-1.204911
Myanmar,claiming government benefits to which you are not entitled,-0.4100639421740339,-7.31737,-4.233024,-3.0843456
Myanmar,avoiding a fare on public transport,-0.5197252390234847,-6.762639,-5.675971,-1.086668
Myanmar,stealing property,-0.8913909739597814,-7.14992,-5.1860914,-1.9638281
Myanmar,cheating on taxes,-0.8618518518518518,-7.2363753,-5.0258255,-2.2105498
Myanmar,someone accepting a bribe in the course of their duties,-0.8396296296296295,-7.58908,-6.2393684,-1.3497118
Myanmar,homosexuality,-0.8396812158280048,-7.6462507,-6.129115,-1.5171354
Myanmar,prostitution,-0.8113242516912241,-8.205454,-6.75095,-1.454504
Myanmar,abortion,-0.9088128996385878,-7.1528373,-5.8388205,-1.3140169
Myanmar,divorce,-0.6781673158968652,-7.4683657,-6.502252,-0.9661125
Myanmar,sex before marriage,-0.8601372658133926,-7.56192,-5.8939753,-1.6679455
Myanmar,suicide,-0.9201186173663237,-7.2653494,-6.080499,-1.18485
Myanmar,euthanasia,-0.7896494156928213,-6.9765778,-5.664982,-1.3115964
Myanmar,for a man to beat his wife,-0.8813826336762117,-6.9284067,-5.071159,-1.8572476
Myanmar,parents beating children,-0.1024074074074074,-6.6345406,-4.8083797,-1.826161
Myanmar,violence against other people,-0.9025113520526362,-7.811956,-6.3397007,-1.4722552
Myanmar,"terrorism as a political, ideological or religious mean",-0.8778611806134743,-7.2900877,-5.528309,-1.7617795
Myanmar,having casual sex,-0.9141877490501343,-7.0761566,-5.1036344,-1.9725215
Myanmar,political violence,-0.9036233898619219,-8.460857,-8.011774,-0.44908348
Myanmar,death penalty,-0.3483709273182957,-7.417674,-6.1144075,-1.3032672
Chile,claiming government benefits to which you are not entitled,-0.2169092169092169,-7.019779,-4.167634,-2.8521454
Chile,avoiding a fare on public transport,-0.5171862509992007,-6.550936,-5.7966614,-0.75427485
Chile,stealing property,-0.7746320638130547,-6.9510374,-5.1664076,-1.784631
Chile,cheating on taxes,-0.6836999435984207,-7.108554,-5.234565,-1.8739891
Chile,someone accepting a bribe in the course of their duties,-0.7149316152368035,-7.2918916,-5.9863997,-1.3054919
Chile,homosexuality,-0.0406097415743718,-7.533761,-6.3396854,-1.1940753
Chile,prostitution,-0.43067426400759734,-8.074045,-6.9397125,-1.1343317
Chile,abortion,-0.36237897648686035,-7.0364847,-6.0736947,-0.9627897
Chile,divorce,0.19558287795992715,-7.3064218,-6.399213,-0.90720904
Chile,sex before marriage,0.22140091517071453,-7.387596,-6.083014,-1.3045818
Chile,suicide,-0.5211169284467714,-7.3427353,-6.332629,-1.0101061
Chile,euthanasia,-0.2914447994320199,-6.790883,-5.7557592,-1.0351236
Chile,for a man to beat his wife,-0.811618725324309,-6.793588,-5.0401473,-1.7534405
Chile,parents beating children,-0.7737332883945623,-6.394459,-4.708897,-1.6855618
Chile,violence against other people,-0.7685653297382317,-7.50605,-6.1412573,-1.364793
Chile,"terrorism as a political, ideological or religious mean",-0.7658084914182476,-7.2792816,-5.716626,-1.5626547
Chile,having casual sex,-0.21577060931899641,-6.870291,-5.209571,-1.6607208
Chile,political violence,-0.6974236749517649,-7.9809046,-7.782155,-0.19875005
Chile,death penalty,-0.2772628447190754,-7.112803,-5.9878244,-1.1249783
Taiwan,claiming government benefits to which you are not entitled,-0.5551921504497138,-7.116151,-4.268925,-2.8472252
Taiwan,avoiding a fare on public transport,-0.7245389297719633,-6.6027193,-5.882407,-0.7203118
Taiwan,stealing property,-0.9058780775869899,-6.933483,-5.236153,-1.6973298
Taiwan,cheating on taxes,-0.8337421640774052,-7.035222,-5.2777743,-1.7574478
Taiwan,someone accepting a bribe in the course of their duties,-0.8724448078495503,-7.176076,-5.7123604,-1.4637158
Taiwan,homosexuality,-0.2552012355773599,-7.5099792,-6.733567,-0.7764121
Taiwan,prostitution,-0.5201235577359862,-8.049505,-7.346843,-0.70266247
Taiwan,abortion,-0.4676115199418551,-6.9557905,-6.5992823,-0.35650882
Taiwan,divorce,-0.1078404651585355,-7.386069,-7.153781,-0.2322878
Taiwan,sex before marriage,-0.07240846733896611,-7.165315,-6.523435,-0.6418799
Taiwan,suicide,-0.5982556554919596,-7.249982,-6.339022,-0.9109597
Taiwan,euthanasia,0.13128009448532751,-6.7718973,-6.1416326,-0.63026446
Taiwan,for a man to beat his wife,-0.8689924593440538,-6.744054,-5.1412783,-1.6027756
Taiwan,parents beating children,-0.27827745979831015,-6.461323,-4.868998,-1.5923254
Taiwan,violence against other people,-0.8608158444626146,-7.5504684,-6.3689337,-1.181534
Taiwan,"terrorism as a political, ideological or religious mean",-0.9189606613972926,-7.2240553,-5.7515054,-1.4725507
Taiwan,having casual sex,-0.4810575088579994,-6.923217,-5.600726,-1.3224912
Taiwan,political violence,-0.8544562551103843,-8.281854,-8.206709,-0.07514493
Taiwan,death penalty,0.3251500272776869,-7.228512,-6.258577,-0.96993464
Colombia,claiming government benefits to which you are not entitled,-0.38274853801169584,-7.172653,-4.0632696,-3.1093838
Colombia,avoiding a fare on public transport,-0.4080409356725146,-6.632229,-5.7172265,-0.9150027
Colombia,stealing property,-0.8697368421052631,-7.0503325,-4.9967527,-2.0535796
Colombia,cheating on taxes,-0.7660818713450291,-7.170671,-4.998385,-2.1722858
Colombia,someone accepting a bribe in the course of their duties,-0.8065789473684211,-7.294974,-5.8913336,-1.4036394
Colombia,homosexuality,-0.3195906432748538,-7.586203,-6.0315447,-1.5546579
Colombia,prostitution,-0.5347953216374269,-8.119418,-6.706961,-1.4124577
Colombia,abortion,-0.699269005847953,-7.061343,-5.890004,-1.1713398
Colombia,divorce,-0.17660818713450294,-7.2859144,-6.0225425,-1.2633722
Colombia,sex before marriage,-0.1,-7.3704886,-5.8416343,-1.5288552
Colombia,suicide,-0.750438596491228,-7.3974485,-6.1816044,-1.2158437
Colombia,euthanasia,-0.37573099415204675,-6.8247995,-5.5009294,-1.3238703
Colombia,for a man to beat his wife,-0.8771929824561403,-6.907505,-4.946383,-1.9611223
Colombia,parents beating children,-0.42339181286549704,-6.4510665,-4.5750937,-1.8759724
Colombia,violence against other people,-0.8258771929824561,-7.588681,-5.8927803,-1.6959
Colombia,"terrorism as a political, ideological or religious mean",-0.8345029239766081,-7.342804,-5.623407,-1.7193978
Colombia,having casual sex,-0.4067251461988304,-6.9538245,-5.0658903,-1.8879344
Colombia,political violence,-0.8049707602339182,-8.260237,-7.8294363,-0.4308002
Colombia,death penalty,-0.3416666666666666,-7.120097,-5.7768784,-1.3432194
Germany,claiming government benefits to which you are not entitled,-0.880386983289358,-6.9220214,-4.199777,-2.7222447
Germany,avoiding a fare on public transport,-0.8156648451730417,-6.601949,-5.7344027,-0.8675467
Germany,stealing property,-0.9639325189063409,-6.7994804,-4.933057,-1.8664238
Germany,cheating on taxes,-0.8850877192982456,-6.98068,-5.0343246,-1.9463555
Germany,someone accepting a bribe in the course of their duties,-0.9276757072032663,-7.283722,-6.165122,-1.1186001
Germany,homosexuality,0.5235531628532974,-7.326486,-6.030107,-1.2963794
Germany,prostitution,-0.1178360606739894,-8.01966,-6.667531,-1.3521292
Germany,abortion,-0.008708708708708716,-6.9513235,-5.8888903,-1.0624332
Germany,divorce,0.42174909440378505,-7.0110917,-6.0722566,-0.93883574
Germany,sex before marriage,0.6717037037037037,-7.123294,-5.964431,-1.158863
Germany,suicide,-0.29514129514129506,-7.2561417,-6.1068296,-1.1493114
Germany,euthanasia,0.3619686800894854,-6.8029785,-5.5481577,-1.2548208
Germany,for a man to beat his wife,-0.9762788328603653,-6.7031555,-4.9134808,-1.7896742
Germany,parents beating children,-0.8869908015768725,-6.285863,-4.5553174,-1.7305454
Germany,violence against other people,-0.928503684248924,-7.320095,-5.81502,-1.5050749
Germany,"terrorism as a political, ideological or religious mean",-0.9753734061930782,-7.3028235,-5.7040925,-1.5987316
Germany,having casual sex,-0.20568018732532667,-6.722712,-5.0226,-1.7001121
Germany,political violence,-0.9418511213383008,-7.9444284,-7.3968267,-0.5476012
Germany,death penalty,-0.6609347442680776,-7.022692,-5.8918433,-1.1308486
Iran,claiming government benefits to which you are not entitled,-0.42258528099236065,-7.2323065,-4.3641195,-2.8681877
Iran,avoiding a fare on public transport,-0.619090231170768,-6.653453,-5.6366267,-1.0168263
Iran,stealing property,-0.8978015448603683,-6.7764373,-4.825376,-1.9510605
Iran,cheating on taxes,-0.7039026938288188,-6.9029436,-4.8766627,-2.0262804
Iran,someone accepting a bribe in the course of their duties,-0.8896306186025813,-7.170368,-6.1950493,-0.9753191
Iran,homosexuality,-0.8662192393736017,-7.2675047,-5.990537,-1.276968
Iran,prostitution,,-7.7986174,-6.53031,-1.2683074
Iran,abortion,-0.6156477762903466,-6.844477,-5.740945,-1.1035318
Iran,divorce,-0.4104855525767053,-7.0869102,-6.2399797,-0.84693134
Iran,sex before marriage,-0.7234105763517528,-7.160226,-5.9724298,-1.187796
Iran,suicide,-0.8920041536863966,-6.9043593,-5.907914,-0.9964455
Iran,euthanasia,-0.5389830508474577,-6.5337286,-5.3491406,-1.184588
Iran,for a man to beat his wife,-0.8895560002964938,-6.7792826,-4.8951507,-1.884132
Iran,parents beating children,-0.7320872274143301,-6.2766776,-4.5510025,-1.7256756
Iran,violence against other people,-0.8205299487864618,-7.1493697,-5.4516745,-1.6976948
Iran,"terrorism as a political, ideological or religious mean",-0.8562091503267975,-7.169931,-5.63982,-1.5301106
Iran,having casual sex,,-6.7660894,-4.936709,-1.8293804
Iran,political violence,-0.7835497835497836,-7.8292365,-7.3169913,-0.512245
Iran,death penalty,0.3026355196166517,-6.923996,-5.8464913,-1.0775049
Japan,claiming government benefits to which you are not entitled,-0.8304183813443072,-7.1927614,-4.3777666,-2.8149946
Japan,avoiding a fare on public transport,-0.9280455153949129,-6.7517595,-5.887738,-0.86402166
Japan,stealing property,-0.9762740183792815,-7.117166,-5.341748,-1.7754179
Japan,cheating on taxes,-0.9428141459744168,-7.2017975,-5.335397,-1.8664005
Japan,someone accepting a bribe in the course of their duties,-0.9139622641509434,-7.713,-6.520247,-1.1927526
Japan,homosexuality,0.2689290275497172,-7.7422104,-6.416992,-1.3252184
Japan,prostitution,-0.7829020411649159,-8.190182,-7.042235,-1.1479475
Japan,abortion,-0.13991769547325103,-7.181849,-6.1415114,-1.0403379
Japan,divorce,0.2895273565664627,-7.5092034,-6.6308966,-0.87830657
Japan,sex before marriage,0.30513434424048946,-7.4837623,-6.36012,-1.1236426
Japan,suicide,-0.6203407880724174,-7.5975466,-6.4203215,-1.1772255
Japan,euthanasia,0.15189077517290933,-6.9507494,-5.8600435,-1.0907061
Japan,for a man to beat his wife,-0.9408076247805368,-6.9699144,-5.292406,-1.6775086
Japan,parents beating children,-0.9331159602039965,-6.611683,-4.916448,-1.695235
Japan,violence against other people,-0.9318429205392281,-7.473806,-5.8372526,-1.6365532
Japan,"terrorism as a political, ideological or religious mean",-0.9538592027141646,-7.3314295,-5.8491464,-1.4822829
Japan,having casual sex,-0.6296296296296297,-7.1332474,-5.8089676,-1.3242804
Japan,political violence,-0.9140671994500301,-7.982129,-7.385831,-0.5962983
Japan,death penalty,0.28925468678555094,-7.4698725,-6.1045485,-1.365324
Kazakhstan,claiming government benefits to which you are not entitled,-0.46600055509297816,-7.3329897,-4.4357333,-2.8972561
Kazakhstan,avoiding a fare on public transport,-0.27089518668466034,-6.7470274,-5.9513197,-0.7957077
Kazakhstan,stealing property,-0.7350981451467675,-7.073716,-5.23924,-1.8344759
Kazakhstan,cheating on taxes,-0.5674734140080675,-7.19559,-5.2690735,-1.9265168
Kazakhstan,someone accepting a bribe in the course of their duties,-0.7233523189585028,-7.3739634,-6.2080307,-1.1659325
Kazakhstan,homosexuality,-0.7287382952022396,-7.6417427,-6.4262924,-1.2154505
Kazakhstan,prostitution,-0.6713886479714753,-8.097079,-6.9693117,-1.127768
