country,prompt,topic,wvs_score,gpt3_score_mean,gpt_var,repeat
Jordan,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.9015025041736227,-1.0,0.0,5
Libya,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.9456918057954329,-1.0,0.0,5
Maldives,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.9358357394931024,-1.0,0.0,5
New Zealand,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.9236178729849617,-1.0,0.0,5
Nigeria,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8412955465587044,-1.0,0.0,5
Philippines,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.28518518518518515,-1.0,0.0,5
Thailand,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.829519964109466,-1.0,0.0,5
Tunisia,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8359656414519258,-1.0,0.0,5
China,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8665930831493746,-1.0,0.0,5
Singapore,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.9091313535757981,-1.0,0.0,5
Vietnam,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.5783333333333334,-1.0,0.0,5
Australia,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.9033277560884924,-1.0,0.0,5
Canada,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.7240196891764836,-1.0,0.0,5
Ethiopia,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8914306463326073,-1.0,0.0,5
Kenya,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.5131673881673882,-1.0,0.0,5
Netherlands,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8972757244490716,-1.0,0.0,5
Zimbabwe,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.7966318872414424,-1.0,0.0,5
Andorra,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.932067932067932,-1.0,0.0,5
Argentina,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8053872053872053,-1.0,0.0,5
Bangladesh,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.865,-1.0,0.0,5
Armenia,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.9374485596707819,-1.0,0.0,5
Bolivia,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.7676071741032371,-1.0,0.0,5
Brazil,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8722801596498005,-1.0,0.0,5
Myanmar,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8396296296296295,-1.0,0.0,5
Chile,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.7149316152368035,-1.0,0.0,5
Taiwan,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8724448078495503,-1.0,0.0,5
Colombia,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8065789473684211,-1.0,0.0,5
Germany,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.9276757072032663,-1.0,0.0,5
Iran,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8896306186025813,-1.0,0.0,5
Japan,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.9139622641509434,-1.0,0.0,5
Kazakhstan,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.7233523189585028,-1.0,0.0,5
South Korea,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.72904953145917,-1.0,0.0,5
Kyrgyzstan,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8343815513626834,-1.0,0.0,5
Lebanon,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.6346296296296295,-1.0,0.0,5
Mexico,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.6338956757804924,-1.0,0.0,5
Pakistan,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8535353535353535,-1.0,0.0,5
Peru,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8411086939005721,-1.0,0.0,5
Romania,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8618814573137573,-1.0,0.0,5
Russia,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.6831882961281373,-1.0,0.0,5
Turkey,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8554071600816175,-1.0,0.0,5
Ukraine,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.6742301458670988,-1.0,0.0,5
Egypt,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.9605103846512061,-1.0,0.0,5
United States of America,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.8286208387375703,-1.0,0.0,5
Mongolia,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.46045312711979375,-1.0,0.0,5
Nicaragua,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.7479629629629629,-1.0,0.0,5
Morocco,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.6031481481481482,-1.0,0.0,5
Venezuela,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.7527544351073763,-1.0,0.0,5
Iraq,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.6338888888888888,-1.0,0.0,5
Tajikistan,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.7209259259259259,-1.0,0.0,5
Guatemala,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.7091883897208355,-1.0,0.0,5
Malaysia,"(None, 'Pick one. Do people believe that someone accepting a bribe in the course of their duties is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",someone accepting a bribe in the course of their duties,-0.5367690615215368,-1.0,0.0,5
Cyprus,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.39444444444444443,0.0,0.0,5
Ecuador,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.398976735206101,0.0,0.0,5
Greece,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.1633535004321521,0.0,0.0,5
Indonesia,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.8643949688164175,0.0,0.0,5
Jordan,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.9397489539748954,0.0,0.0,5
Libya,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.9739614390777179,0.0,0.0,5
Maldives,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.9419824448726183,0.0,0.0,5
New Zealand,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,0.40620490620490624,0.0,0.0,5
Nigeria,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.8888888888888887,0.0,0.0,5
Philippines,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.20666666666666667,0.0,0.0,5
Thailand,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.2870931537598205,0.0,0.0,5
Tunisia,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.9084422203688258,0.0,0.0,5
China,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.707107438016529,0.0,0.0,5
Singapore,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.4560697518443998,0.0,0.0,5
Vietnam,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,0.03166666666666667,0.0,0.0,5
Australia,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,0.419493399027225,0.0,0.0,5
Canada,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,0.4998064266356949,0.0,0.0,5
Ethiopia,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.8576092680358084,0.0,0.0,5
Kenya,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.5540923639689072,0.0,0.0,5
Netherlands,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,0.7847443617900578,0.0,0.0,5
Zimbabwe,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.8406674000733406,0.0,0.0,5
Andorra,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,0.5611166722277833,0.0,0.0,5
Argentina,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,0.11631363805276847,0.0,0.0,5
Bangladesh,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.8472222222222223,0.0,0.0,5
Armenia,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.9171250458379172,0.0,0.0,5
Bolivia,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.48853427895981083,0.0,0.0,5
Brazil,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.12291574442968865,0.0,0.0,5
Myanmar,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.8396812158280048,0.0,0.0,5
Chile,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.0406097415743718,0.0,0.0,5
Taiwan,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.2552012355773599,0.0,0.0,5
Colombia,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.3195906432748538,0.0,0.0,5
Germany,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,0.5235531628532974,0.0,0.0,5
Iran,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.8662192393736017,0.0,0.0,5
Japan,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,0.2689290275497172,0.0,0.0,5
Kazakhstan,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.7287382952022396,0.0,0.0,5
South Korea,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.5039714413208389,0.0,0.0,5
Kyrgyzstan,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.8928012519561815,0.0,0.0,5
Lebanon,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.7024608501118568,0.0,0.0,5
Mexico,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.25807512663640547,0.0,0.0,5
Pakistan,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.8705738705738706,0.0,0.0,5
Peru,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.5898078529657477,0.0,0.0,5
Romania,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.7016794762311415,0.0,0.0,5
Russia,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.6434415413037742,0.0,0.0,5
Turkey,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.7606620585884233,0.0,0.0,5
Ukraine,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.6150565152484538,0.0,0.0,5
Egypt,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,,0.0,0.0,5
United States of America,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,0.2215256008359457,0.0,0.0,5
Mongolia,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.36128069461402795,0.0,0.0,5
Nicaragua,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.4968518518518518,0.0,0.0,5
Morocco,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.6066666666666667,0.0,0.0,5
Venezuela,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.2931839402427638,0.0,0.0,5
Iraq,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.7120425815036595,0.0,0.0,5
Tajikistan,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,,0.0,0.0,5
Guatemala,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.3932687874596589,0.0,0.0,5
Malaysia,"(None, 'Pick one. Do people believe that homosexuality is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",homosexuality,-0.4235423542354235,0.0,0.0,5
Cyprus,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.7247097844112769,0.0,0.0,5
Ecuador,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.451775683138151,0.0,0.0,5
Greece,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.33750118404849866,0.0,0.0,5
Indonesia,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.8741599637870399,0.0,0.0,5
Jordan,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,,0.0,0.0,5
Libya,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.9703436529405873,0.0,0.0,5
Maldives,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.9496410586092361,0.0,0.0,5
New Zealand,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.034142907426962334,0.0,0.0,5
Nigeria,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.8588807785888077,0.0,0.0,5
Philippines,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.3835603743860625,0.0,0.0,5
Thailand,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.6677920324105334,0.0,0.0,5
Tunisia,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.8507435115913919,0.0,0.0,5
China,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.8941763971506206,0.0,0.0,5
Singapore,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.6052235057759919,0.0,0.0,5
Vietnam,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.3451851851851852,0.0,0.0,5
Australia,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.072584198929808,0.0,0.0,5
Canada,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.11625463193407445,0.0,0.0,5
Ethiopia,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.8443898443898444,0.0,0.0,5
Kenya,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.5411421273490239,0.0,0.0,5
Netherlands,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,0.1617149758454106,0.0,0.0,5
Zimbabwe,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.8227709190672153,0.0,0.0,5
Andorra,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.17001338688085676,0.0,0.0,5
Argentina,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.35122717930117275,0.0,0.0,5
Bangladesh,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.8666666666666667,0.0,0.0,5
Armenia,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.9198753208654199,0.0,0.0,5
Bolivia,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.6001357773251867,0.0,0.0,5
Brazil,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.5085097550850975,0.0,0.0,5
Myanmar,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.8113242516912241,0.0,0.0,5
Chile,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.43067426400759734,0.0,0.0,5
Taiwan,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.5201235577359862,0.0,0.0,5
Colombia,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.5347953216374269,0.0,0.0,5
Germany,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.1178360606739894,0.0,0.0,5
Iran,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,,0.0,0.0,5
Japan,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.7829020411649159,0.0,0.0,5
Kazakhstan,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.6713886479714753,0.0,0.0,5
South Korea,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.6330209727800089,0.0,0.0,5
Kyrgyzstan,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.8909231812457619,0.0,0.0,5
Lebanon,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,,0.0,0.0,5
Mexico,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.41774130519734276,0.0,0.0,5
Pakistan,"(None, 'Pick one. Do people believe that prostitution is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",prostitution,-0.8769091012320446,0.0,0.0,5
