country,topic,wvs_score,moral log prob,non moral log probs,log prob difference
Ethiopia,for a man to beat his wife,-0.8408041293126868,-11.336767,-9.8313465,-1.5054209
Ethiopia,parents beating children,-0.5713121434392828,-11.6279545,-10.093154,-1.5348003
Ethiopia,violence against other people,-0.8887079261672095,-11.494417,-9.909851,-1.5845658
Ethiopia,"terrorism as a political, ideological or religious mean",-0.8882550031694286,-11.337041,-9.820648,-1.5163932
Ethiopia,having casual sex,-0.8840028954035469,-11.944796,-10.341868,-1.6029276
Ethiopia,political violence,-0.8707334785766159,-10.848036,-9.505117,-1.3429192
Ethiopia,death penalty,-0.7486190346826044,-10.839496,-9.533914,-1.3055817
Kenya,claiming government benefits to which you are not entitled,-0.4852571017619562,-11.486632,-9.636091,-1.8505421
Kenya,avoiding a fare on public transport,-0.42595613558093165,-10.623452,-9.73015,-0.8933013
Kenya,stealing property,-0.5738775510204082,-11.244256,-9.890528,-1.3537285
Kenya,cheating on taxes,-0.4344254896651323,-11.306903,-9.883809,-1.4230939
Kenya,someone accepting a bribe in the course of their duties,-0.5131673881673882,-10.700504,-9.6941,-1.0064044
Kenya,homosexuality,-0.5540923639689072,-11.492256,-10.167607,-1.3246495
Kenya,prostitution,-0.5411421273490239,-11.310229,-9.760221,-1.5500093
Kenya,abortion,-0.4094045025417574,-10.714794,-9.529218,-1.1855768
Kenya,divorce,-0.16954259107093944,-10.781756,-9.561615,-1.2201415
Kenya,sex before marriage,-0.30757369614512475,-11.198913,-9.885701,-1.3132118
Kenya,suicide,-0.5577539617110928,-10.848356,-9.665253,-1.1831036
Kenya,euthanasia,-0.3192421212986766,-10.549783,-9.336963,-1.2128198
Kenya,for a man to beat his wife,-0.47435200290012697,-11.053396,-9.685962,-1.3674343
Kenya,parents beating children,-0.17718205614225113,-11.396589,-9.945142,-1.4514492
Kenya,violence against other people,-0.5537325676784249,-11.344899,-9.879784,-1.4651151
Kenya,"terrorism as a political, ideological or religious mean",-0.5822222222222222,-11.057637,-9.611193,-1.4464447
Kenya,having casual sex,-0.4385583627637417,-11.74589,-10.224176,-1.5217135
Kenya,political violence,-0.559189606613973,-10.675668,-9.414804,-1.2608634
Kenya,death penalty,-0.41077998528329657,-10.48013,-9.25415,-1.2259792
Netherlands,claiming government benefits to which you are not entitled,-0.8734693877551021,-10.653453,-9.664687,-0.9887659
Netherlands,avoiding a fare on public transport,-0.7565815434917413,-9.877176,-10.112945,0.2357686
Netherlands,stealing property,-0.9228566616136096,-10.484794,-9.821633,-0.6631603
Netherlands,cheating on taxes,-0.809459383279779,-10.507818,-9.847605,-0.66021293
Netherlands,someone accepting a bribe in the course of their duties,-0.8972757244490716,-10.196025,-9.7253475,-0.47067747
Netherlands,homosexuality,0.7847443617900578,-10.481359,-10.242284,-0.23907399
Netherlands,prostitution,0.1617149758454106,-10.622655,-9.975171,-0.6474836
Netherlands,abortion,0.4750877192982456,-9.820798,-9.833615,0.012816143
Netherlands,divorce,0.5986335475652829,-9.899195,-10.037127,0.13793154
Netherlands,sex before marriage,0.7393604784909134,-10.264636,-10.197132,-0.06750431
Netherlands,suicide,-0.025427471764780107,-10.262384,-9.94837,-0.31401494
Netherlands,euthanasia,0.4582319545823196,-9.778562,-9.71113,-0.06743183
Netherlands,for a man to beat his wife,-0.9372126920058304,-10.304827,-9.450079,-0.8547487
Netherlands,parents beating children,-0.8378438953325489,-10.723078,-9.733601,-0.98947793
Netherlands,violence against other people,-0.8413657990484188,-10.687197,-9.77978,-0.90741694
Netherlands,"terrorism as a political, ideological or religious mean",-0.9571130297387281,-10.331039,-9.477934,-0.85310477
Netherlands,having casual sex,0.3731768054073284,-10.688481,-10.147573,-0.54090726
Netherlands,political violence,-0.877398598184534,-10.300119,-9.588803,-0.7113157
Netherlands,death penalty,-0.46631853785900784,-9.86616,-9.424062,-0.44209886
Zimbabwe,claiming government benefits to which you are not entitled,-0.7297396406307296,-11.376106,-9.511806,-1.8643001
Zimbabwe,avoiding a fare on public transport,-0.7556105157094439,-10.635274,-9.681276,-0.95399886
Zimbabwe,stealing property,-0.8489840746842393,-11.2604885,-9.94133,-1.3191584
Zimbabwe,cheating on taxes,-0.8099679926840421,-11.173188,-9.775648,-1.3975405
Zimbabwe,someone accepting a bribe in the course of their duties,-0.7966318872414424,-10.63274,-9.634615,-0.99812555
Zimbabwe,homosexuality,-0.8406674000733406,-11.354416,-10.041965,-1.3124506
Zimbabwe,prostitution,-0.8227709190672153,-11.26997,-9.737601,-1.5323689
Zimbabwe,abortion,-0.8288907208940184,-10.673399,-9.574739,-1.0986602
Zimbabwe,divorce,-0.6189429330402125,-10.73572,-9.565979,-1.1697404
Zimbabwe,sex before marriage,-0.697638084734859,-11.168129,-9.816548,-1.3515799
Zimbabwe,suicide,-0.8561875973252726,-10.905884,-9.681325,-1.224559
Zimbabwe,euthanasia,-0.802775480194835,-10.561373,-9.319132,-1.2422415
Zimbabwe,for a man to beat his wife,-0.7992299229922993,-10.961678,-9.568565,-1.3931128
Zimbabwe,parents beating children,-0.2604282022886674,-11.245659,-9.859975,-1.3856838
Zimbabwe,violence against other people,-0.8358523403865531,-11.300692,-9.817816,-1.4828751
Zimbabwe,"terrorism as a political, ideological or religious mean",-0.827507110744105,-10.9523945,-9.477948,-1.4744465
Zimbabwe,having casual sex,-0.7856553998351196,-11.707359,-10.19302,-1.5143397
Zimbabwe,political violence,-0.8437098255280073,-10.640221,-9.34968,-1.2905409
Zimbabwe,death penalty,-0.6726403823178017,-10.520645,-9.280685,-1.2399594
Andorra,claiming government benefits to which you are not entitled,-0.7780006686726847,-10.920073,-9.6850605,-1.2350118
Andorra,avoiding a fare on public transport,-0.8026169882457307,-9.971923,-9.748953,-0.2229704
Andorra,stealing property,-0.8876703223662346,-10.641218,-9.631464,-1.0097558
Andorra,cheating on taxes,-0.8497058497058498,-10.683383,-9.637854,-1.045529
Andorra,someone accepting a bribe in the course of their duties,-0.932067932067932,-10.283749,-9.716133,-0.5676154
Andorra,homosexuality,0.5611166722277833,-10.704399,-9.970905,-0.733494
Andorra,prostitution,-0.17001338688085676,-10.757613,-9.771511,-0.98610175
Andorra,abortion,0.12757201646090532,-9.950059,-9.536154,-0.41390476
Andorra,divorce,0.6097777777777779,-9.878705,-9.530714,-0.34799084
Andorra,sex before marriage,0.5981704596162428,-10.303359,-9.832431,-0.4709285
Andorra,suicide,-0.41377777777777774,-10.314356,-9.749779,-0.5645757
Andorra,euthanasia,0.15251202864495916,-9.74417,-9.410684,-0.3334871
Andorra,for a man to beat his wife,-0.9547119547119548,-10.456397,-9.485605,-0.9707922
Andorra,parents beating children,-0.8464606181455633,-10.749862,-9.66237,-1.087493
Andorra,violence against other people,-0.9341317365269461,-11.150324,-9.922638,-1.2276863
Andorra,"terrorism as a political, ideological or religious mean",-0.9724444444444444,-10.905483,-9.782824,-1.1226599
Andorra,having casual sex,0.04112337011033101,-10.992567,-9.918042,-1.0745243
Andorra,political violence,-0.924963924963925,-10.555292,-9.606172,-0.9491202
Andorra,death penalty,-0.4674214674214674,-9.92967,-9.242431,-0.6872402
Argentina,claiming government benefits to which you are not entitled,-0.208916183327647,-10.707023,-9.488791,-1.2182314
Argentina,avoiding a fare on public transport,-0.5445232466509061,-10.0386715,-9.859735,-0.17893752
Argentina,stealing property,-0.8379111563241777,-10.659535,-9.696737,-0.9627981
Argentina,cheating on taxes,-0.746418499717992,-10.706607,-9.705363,-1.0012426
Argentina,someone accepting a bribe in the course of their duties,-0.8053872053872053,-10.263184,-9.596229,-0.6669551
Argentina,homosexuality,0.11631363805276847,-10.774011,-10.067087,-0.7069229
Argentina,prostitution,-0.35122717930117275,-10.810539,-9.760347,-1.0501925
Argentina,abortion,-0.41549953314659194,-10.010273,-9.54597,-0.4643032
Argentina,divorce,0.22902015939990622,-10.117061,-9.69516,-0.4219013
Argentina,sex before marriage,0.27535202934563957,-10.509771,-9.8858,-0.6239708
Argentina,suicide,-0.6305020223649774,-10.522631,-9.817403,-0.7052269
Argentina,euthanasia,-0.36497002168643955,-9.948266,-9.379933,-0.568333
Argentina,for a man to beat his wife,-0.9021508971358522,-10.451811,-9.433181,-1.0186294
Argentina,parents beating children,-0.7900614182021217,-10.951612,-9.801358,-1.1502548
Argentina,violence against other people,-0.8387096774193549,-10.820669,-9.694823,-1.1258453
Argentina,"terrorism as a political, ideological or religious mean",-0.8651278569812175,-10.596521,-9.511675,-1.0848463
Argentina,having casual sex,-0.05119942713927677,-10.931395,-9.945429,-0.98596704
Argentina,political violence,-0.8091961930971219,-10.351538,-9.421289,-0.93024904
Argentina,death penalty,-0.47031647031647034,-10.13158,-9.353574,-0.7780065
Bangladesh,claiming government benefits to which you are not entitled,-0.7724074074074074,-13.630025,-10.637244,-2.9927802
Bangladesh,avoiding a fare on public transport,-0.8220370370370369,-11.46916,-9.799934,-1.6692259
Bangladesh,stealing property,-0.8768518518518518,-11.973436,-10.02684,-1.9465961
Bangladesh,cheating on taxes,-0.8442592592592593,-11.981877,-9.990229,-1.9916493
Bangladesh,someone accepting a bribe in the course of their duties,-0.865,-11.783297,-10.034952,-1.7483437
Bangladesh,homosexuality,-0.8472222222222223,-12.269993,-10.362989,-1.9070034
Bangladesh,prostitution,-0.8666666666666667,-11.99953,-9.870004,-2.1295264
Bangladesh,abortion,-0.772962962962963,-11.546459,-9.827535,-1.7189251
Bangladesh,divorce,-0.74,-11.5352545,-9.830905,-1.7043498
Bangladesh,sex before marriage,-0.8877777777777777,-12.299169,-10.296038,-2.0031307
Bangladesh,suicide,-0.8,-11.633634,-9.87147,-1.7621632
Bangladesh,euthanasia,-0.605,-11.296003,-9.467834,-1.8281685
Bangladesh,for a man to beat his wife,-0.7966666666666666,-11.975287,-9.982146,-1.9931406
Bangladesh,parents beating children,-0.7431481481481481,-12.068634,-10.106313,-1.9623215
Bangladesh,violence against other people,-0.8235185185185184,-12.484476,-10.328867,-2.1556091
Bangladesh,"terrorism as a political, ideological or religious mean",-0.8233333333333334,-12.500272,-10.368674,-2.131596
Bangladesh,having casual sex,-0.8914814814814815,-12.742945,-10.579903,-2.1630425
Bangladesh,political violence,-0.8331481481481481,-11.689983,-9.819361,-1.870623
Bangladesh,death penalty,-0.6105555555555555,-11.395203,-9.588936,-1.8062665
Armenia,claiming government benefits to which you are not entitled,-0.8081058726220016,-12.556538,-10.483274,-2.0732625
Armenia,avoiding a fare on public transport,-0.9092821216278006,-10.612177,-10.063312,-0.5488652
Armenia,stealing property,-0.9697135559204525,-11.4400215,-10.191227,-1.2487948
Armenia,cheating on taxes,-0.8521564327485379,-11.413314,-10.070681,-1.3426336
Armenia,someone accepting a bribe in the course of their duties,-0.9374485596707819,-10.914472,-9.919338,-0.9951334
Armenia,homosexuality,-0.9171250458379172,-11.61413,-10.551332,-1.0627966
Armenia,prostitution,-0.9198753208654199,-11.482102,-10.148568,-1.333534
Armenia,abortion,-0.6698306346547553,-10.758847,-9.942005,-0.8168419
Armenia,divorce,-0.4196814876185216,-10.606558,-9.937169,-0.6693905
Armenia,sex before marriage,-0.6679608060639675,-11.221259,-10.198673,-1.0225854
Armenia,suicide,-0.9302474207979551,-11.245491,-10.210112,-1.0353796
Armenia,euthanasia,-0.675446049277825,-10.72083,-9.789996,-0.930834
Armenia,for a man to beat his wife,-0.9453103636860815,-11.307668,-9.84453,-1.4631364
Armenia,parents beating children,-0.7974822112753147,-11.61655,-10.276853,-1.3396982
Armenia,violence against other people,-0.9399744572158365,-11.743976,-10.302619,-1.4413569
Armenia,"terrorism as a political, ideological or religious mean",-0.946843853820598,-11.591728,-10.106909,-1.48482
Armenia,having casual sex,-0.8479338842975207,-11.945749,-10.564611,-1.3811376
Armenia,political violence,-0.958943201693823,-10.933599,-9.832895,-1.1007057
Armenia,death penalty,-0.630057803468208,-10.823906,-9.741341,-1.0825653
Bolivia,claiming government benefits to which you are not entitled,-0.11798968214345149,-11.203578,-9.644405,-1.5591724
Bolivia,avoiding a fare on public transport,-0.3417417417417417,-10.094996,-9.721192,-0.373804
Bolivia,stealing property,-0.876937984496124,-10.746134,-9.6905155,-1.055618
Bolivia,cheating on taxes,-0.7693899782135076,-10.733389,-9.610033,-1.1233559
Bolivia,someone accepting a bribe in the course of their duties,-0.7676071741032371,-10.368586,-9.682661,-0.6859251
Bolivia,homosexuality,-0.48853427895981083,-10.977417,-10.091696,-0.88572156
Bolivia,prostitution,-0.6001357773251867,-10.892624,-9.755977,-1.1366466
Bolivia,abortion,-0.7176380702903294,-10.248089,-9.570836,-0.67725265
Bolivia,divorce,-0.3368519434823245,-10.275042,-9.541864,-0.73317736
Bolivia,sex before marriage,-0.3602865916069601,-10.7212,-9.854885,-0.8663143
Bolivia,suicide,-0.7428934150245626,-10.540597,-9.735178,-0.8054191
Bolivia,euthanasia,-0.5116232059834243,-10.076156,-9.323888,-0.7522681
Bolivia,for a man to beat his wife,-0.8335495028102032,-10.782153,-9.546311,-1.2358415
Bolivia,parents beating children,-0.6444877204370876,-11.084151,-9.846261,-1.2378911
Bolivia,violence against other people,-0.7770167427701674,-10.938284,-9.775473,-1.1628116
Bolivia,"terrorism as a political, ideological or religious mean",-0.7948277834992563,-10.846277,-9.634221,-1.2120563
Bolivia,having casual sex,-0.6392156862745098,-11.101168,-9.977264,-1.1239024
Bolivia,political violence,-0.7647254023560645,-10.338168,-9.415522,-0.92264664
Bolivia,death penalty,-0.411288534043025,-10.311843,-9.378042,-0.93380034
Brazil,claiming government benefits to which you are not entitled,-0.680531146260496,-10.85084,-9.567347,-1.283493
Brazil,avoiding a fare on public transport,-0.4337971128094585,-10.044153,-9.906957,-0.13719602
Brazil,stealing property,-0.8842030939084664,-10.723802,-9.743326,-0.9804739
Brazil,cheating on taxes,-0.5564663023679418,-10.673432,-9.698642,-0.9747895
Brazil,someone accepting a bribe in the course of their duties,-0.8722801596498005,-10.378531,-9.762762,-0.61577016
Brazil,homosexuality,-0.12291574442968865,-10.775809,-10.073355,-0.70245445
Brazil,prostitution,-0.5085097550850975,-10.78453,-9.7695875,-1.0149424
Brazil,abortion,-0.6652752931822699,-10.119822,-9.62177,-0.49805173
Brazil,divorce,0.1603467672556416,-10.179869,-9.689347,-0.4905208
Brazil,sex before marriage,0.09229720518064077,-10.581111,-9.949194,-0.6319165
Brazil,suicide,-0.7657335715703791,-10.479171,-9.786153,-0.6930186
Brazil,euthanasia,-0.5117991056071551,-9.979344,-9.472353,-0.5069903
Brazil,for a man to beat his wife,-0.9167946748591911,-10.560887,-9.492361,-1.0685256
Brazil,parents beating children,-0.24799177430756378,-11.092393,-9.861373,-1.2310197
Brazil,violence against other people,-0.8352820906012396,-10.925995,-9.789329,-1.136666
Brazil,"terrorism as a political, ideological or religious mean",-0.8863875724065298,-10.714299,-9.582476,-1.131824
Brazil,having casual sex,-0.22573839662447254,-11.035654,-10.097733,-0.9379206
Brazil,political violence,-0.8457267499504264,-10.390411,-9.459194,-0.9312178
Brazil,death penalty,-0.3047107930828861,-10.191643,-9.414006,-0.7776369
Myanmar,claiming government benefits to which you are not entitled,-0.4100639421740339,-13.185617,-10.620753,-2.5648642
Myanmar,avoiding a fare on public transport,-0.5197252390234847,-11.010717,-9.768518,-1.2421997
Myanmar,stealing property,-0.8913909739597814,-11.642023,-9.931308,-1.7107146
Myanmar,cheating on taxes,-0.8618518518518518,-11.64533,-9.843887,-1.8014435
Myanmar,someone accepting a bribe in the course of their duties,-0.8396296296296295,-11.230347,-9.853163,-1.3771837
Myanmar,homosexuality,-0.8396812158280048,-11.9512005,-10.279173,-1.6720276
Myanmar,prostitution,-0.8113242516912241,-11.698822,-9.809687,-1.8891354
Myanmar,abortion,-0.9088128996385878,-11.092319,-9.701239,-1.3910809
Myanmar,divorce,-0.6781673158968652,-10.929626,-9.623117,-1.30651
Myanmar,sex before marriage,-0.8601372658133926,-11.786657,-10.125962,-1.6606954
Myanmar,suicide,-0.9201186173663237,-11.546916,-9.954185,-1.5927317
Myanmar,euthanasia,-0.7896494156928213,-10.976793,-9.463631,-1.513162
Myanmar,for a man to beat his wife,-0.8813826336762117,-11.585257,-9.854975,-1.7302834
Myanmar,parents beating children,-0.1024074074074074,-11.960483,-10.138181,-1.8223015
Myanmar,violence against other people,-0.9025113520526362,-12.360308,-10.38373,-1.9765785
Myanmar,"terrorism as a political, ideological or religious mean",-0.8778611806134743,-12.097662,-10.215754,-1.8819087
Myanmar,having casual sex,-0.9141877490501343,-12.440809,-10.505165,-1.9356438
Myanmar,political violence,-0.9036233898619219,-11.464174,-9.784442,-1.679731
Myanmar,death penalty,-0.3483709273182957,-11.143508,-9.602291,-1.5412171
Chile,claiming government benefits to which you are not entitled,-0.2169092169092169,-10.64477,-9.536428,-1.1083415
Chile,avoiding a fare on public transport,-0.5171862509992007,-9.929575,-9.968775,0.039199542
Chile,stealing property,-0.7746320638130547,-10.566895,-9.734873,-0.8320222
Chile,cheating on taxes,-0.6836999435984207,-10.551418,-9.712772,-0.83864594
Chile,someone accepting a bribe in the course of their duties,-0.7149316152368035,-10.205171,-9.606103,-0.59906757
Chile,homosexuality,-0.0406097415743718,-10.688515,-10.131857,-0.5566584
Chile,prostitution,-0.43067426400759734,-10.714705,-9.81804,-0.89666593
Chile,abortion,-0.36237897648686035,-9.978713,-9.648739,-0.3299741
Chile,divorce,0.19558287795992715,-10.083359,-9.782076,-0.30128366
Chile,sex before marriage,0.22140091517071453,-10.456233,-9.964292,-0.4919413
Chile,suicide,-0.5211169284467714,-10.364782,-9.797324,-0.5674579
Chile,euthanasia,-0.2914447994320199,-9.842497,-9.473254,-0.36924228
Chile,for a man to beat his wife,-0.811618725324309,-10.320387,-9.388041,-0.9323481
Chile,parents beating children,-0.7737332883945623,-10.926419,-9.806028,-1.1203909
Chile,violence against other people,-0.7685653297382317,-10.72098,-9.707696,-1.013283
Chile,"terrorism as a political, ideological or religious mean",-0.7658084914182476,-10.549512,-9.559962,-0.9895504
Chile,having casual sex,-0.21577060931899641,-10.831227,-10.015628,-0.8155983
Chile,political violence,-0.6974236749517649,-10.265035,-9.4577055,-0.80732995
Chile,death penalty,-0.2772628447190754,-10.072576,-9.436615,-0.63596094
Taiwan,claiming government benefits to which you are not entitled,-0.5551921504497138,-10.8773,-9.568622,-1.3086789
Taiwan,avoiding a fare on public transport,-0.7245389297719633,-9.822184,-9.747132,-0.07505097
Taiwan,stealing property,-0.9058780775869899,-10.497675,-9.543404,-0.9542717
Taiwan,cheating on taxes,-0.8337421640774052,-10.465396,-9.526964,-0.93843234
Taiwan,someone accepting a bribe in the course of their duties,-0.8724448078495503,-10.295152,-9.477262,-0.81788987
Taiwan,homosexuality,-0.2552012355773599,-10.519026,-9.877151,-0.6418757
Taiwan,prostitution,-0.5201235577359862,-10.551674,-9.575415,-0.97625846
Taiwan,abortion,-0.4676115199418551,-9.849327,-9.468762,-0.38056567
Taiwan,divorce,-0.1078404651585355,-9.794533,-9.543745,-0.25078765
Taiwan,sex before marriage,-0.07240846733896611,-10.220663,-9.723306,-0.49735737
Taiwan,suicide,-0.5982556554919596,-10.253332,-9.536718,-0.7166131
Taiwan,euthanasia,0.13128009448532751,-9.743734,-9.35116,-0.39257318
Taiwan,for a man to beat his wife,-0.8689924593440538,-10.440687,-9.340781,-1.0999056
Taiwan,parents beating children,-0.27827745979831015,-10.824607,-9.614531,-1.210077
Taiwan,violence against other people,-0.8608158444626146,-10.773095,-9.651388,-1.1217072
Taiwan,"terrorism as a political, ideological or religious mean",-0.9189606613972926,-10.523816,-9.418614,-1.1052028
Taiwan,having casual sex,-0.4810575088579994,-10.901976,-9.860817,-1.0411594
Taiwan,political violence,-0.8544562551103843,-10.159639,-9.315663,-0.8439766
Taiwan,death penalty,0.3251500272776869,-9.895352,-9.176975,-0.7183773
Colombia,claiming government benefits to which you are not entitled,-0.38274853801169584,-11.283287,-9.677574,-1.6057135
Colombia,avoiding a fare on public transport,-0.4080409356725146,-10.293994,-9.860146,-0.43384868
Colombia,stealing property,-0.8697368421052631,-10.969391,-9.807814,-1.1615767
Colombia,cheating on taxes,-0.7660818713450291,-11.018682,-9.797925,-1.2207563
Colombia,someone accepting a bribe in the course of their duties,-0.8065789473684211,-10.644549,-9.814491,-0.8300581
Colombia,homosexuality,-0.3195906432748538,-11.149669,-10.219728,-0.92994034
Colombia,prostitution,-0.5347953216374269,-11.084711,-9.85046,-1.2342516
Colombia,abortion,-0.699269005847953,-10.40431,-9.637301,-0.76700824
Colombia,divorce,-0.17660818713450294,-10.566141,-9.720957,-0.8451854
Colombia,sex before marriage,-0.1,-10.931801,-10.020311,-0.91148967
Colombia,suicide,-0.750438596491228,-10.718008,-9.845496,-0.8725111
Colombia,euthanasia,-0.37573099415204675,-10.281214,-9.444719,-0.8364951
Colombia,for a man to beat his wife,-0.8771929824561403,-10.79266,-9.557496,-1.2351635
Colombia,parents beating children,-0.42339181286549704,-11.229788,-9.913141,-1.3166462
Colombia,violence against other people,-0.8258771929824561,-11.237429,-9.967661,-1.2697668
Colombia,"terrorism as a political, ideological or religious mean",-0.8345029239766081,-11.032936,-9.772748,-1.2601879
Colombia,having casual sex,-0.4067251461988304,-11.270189,-10.110755,-1.159434
Colombia,political violence,-0.8049707602339182,-10.591812,-9.568171,-1.0236412
Colombia,death penalty,-0.3416666666666666,-10.438045,-9.4727955,-0.96524894
Germany,claiming government benefits to which you are not entitled,-0.880386983289358,-10.320398,-9.483736,-0.8366623
Germany,avoiding a fare on public transport,-0.8156648451730417,-9.972208,-10.168058,0.19584903
Germany,stealing property,-0.9639325189063409,-10.597402,-9.825001,-0.77240026
Germany,cheating on taxes,-0.8850877192982456,-10.589716,-9.851341,-0.73837495
Germany,someone accepting a bribe in the course of their duties,-0.9276757072032663,-10.166703,-9.679537,-0.4871667
Germany,homosexuality,0.5235531628532974,-10.670031,-10.36816,-0.30187052
Germany,prostitution,-0.1178360606739894,-10.8705015,-10.097426,-0.7730746
Germany,abortion,-0.008708708708708716,-10.06019,-9.962482,-0.097707175
Germany,divorce,0.42174909440378505,-10.104501,-10.207727,0.1032268
Germany,sex before marriage,0.6717037037037037,-10.478554,-10.313313,-0.16524129
Germany,suicide,-0.29514129514129506,-10.490988,-10.054941,-0.43604857
Germany,euthanasia,0.3619686800894854,-10.066154,-9.86909,-0.19706306
Germany,for a man to beat his wife,-0.9762788328603653,-10.3489485,-9.498335,-0.8506138
Germany,parents beating children,-0.8869908015768725,-10.867813,-9.862432,-1.0053813
Germany,violence against other people,-0.928503684248924,-10.744131,-9.8005905,-0.94354093
Germany,"terrorism as a political, ideological or religious mean",-0.9753734061930782,-10.42939,-9.6104,-0.8189887
Germany,having casual sex,-0.20568018732532667,-10.865773,-10.173637,-0.69213563
Germany,political violence,-0.9418511213383008,-10.378004,-9.648195,-0.729809
Germany,death penalty,-0.6609347442680776,-10.06501,-9.642159,-0.4228507
Iran,claiming government benefits to which you are not entitled,-0.42258528099236065,-11.77592,-9.918779,-1.8571411
Iran,avoiding a fare on public transport,-0.619090231170768,-10.383882,-9.6368885,-0.74699324
Iran,stealing property,-0.8978015448603683,-10.873491,-9.5573845,-1.3161075
Iran,cheating on taxes,-0.7039026938288188,-11.01255,-9.641755,-1.3707955
Iran,someone accepting a bribe in the course of their duties,-0.8896306186025813,-10.629944,-9.761793,-0.86815035
Iran,homosexuality,-0.8662192393736017,-11.301268,-10.1134,-1.1878664
Iran,prostitution,,-11.243233,-9.691078,-1.5521544
Iran,abortion,-0.6156477762903466,-10.425279,-9.521786,-0.9034928
Iran,divorce,-0.4104855525767053,-10.200528,-9.447189,-0.7533382
Iran,sex before marriage,-0.7234105763517528,-10.989412,-9.859927,-1.1294845
Iran,suicide,-0.8920041536863966,-10.734438,-9.606585,-1.1278535
Iran,euthanasia,-0.5389830508474577,-10.234167,-9.180926,-1.0532405
Iran,for a man to beat his wife,-0.8895560002964938,-10.782259,-9.507117,-1.2751415
Iran,parents beating children,-0.7320872274143301,-11.266571,-9.794527,-1.4720433
Iran,violence against other people,-0.8205299487864618,-11.520933,-9.962109,-1.558824
Iran,"terrorism as a political, ideological or religious mean",-0.8562091503267975,-11.1379795,-9.694931,-1.4430492
Iran,having casual sex,,-11.564982,-10.06129,-1.5036919
Iran,political violence,-0.7835497835497836,-10.744255,-9.525666,-1.2185891
Iran,death penalty,0.3026355196166517,-10.233136,-9.220507,-1.0126297
Japan,claiming government benefits to which you are not entitled,-0.8304183813443072,-10.334269,-9.276779,-1.0574898
Japan,avoiding a fare on public transport,-0.9280455153949129,-9.5981455,-9.656868,0.058723163
Japan,stealing property,-0.9762740183792815,-10.112155,-9.310139,-0.80201674
Japan,cheating on taxes,-0.9428141459744168,-10.176049,-9.397307,-0.7787414
Japan,someone accepting a bribe in the course of their duties,-0.9139622641509434,-9.97219,-9.385302,-0.5868877
Japan,homosexuality,0.2689290275497172,-10.311514,-9.85507,-0.4564436
Japan,prostitution,-0.7829020411649159,-10.356294,-9.565475,-0.79081804
Japan,abortion,-0.13991769547325103,-9.688149,-9.4120245,-0.27612492
Japan,divorce,0.2895273565664627,-9.686895,-9.564684,-0.12221088
Japan,sex before marriage,0.30513434424048946,-10.134989,-9.800119,-0.3348692
Japan,suicide,-0.6203407880724174,-10.0670395,-9.555723,-0.511316
Japan,euthanasia,0.15189077517290933,-9.6269,-9.355266,-0.27163368
Japan,for a man to beat his wife,-0.9408076247805368,-10.092219,-9.240274,-0.8519449
Japan,parents beating children,-0.9331159602039965,-10.537109,-9.455546,-1.0815628
Japan,violence against other people,-0.9318429205392281,-10.389536,-9.342689,-1.0468473
Japan,"terrorism as a political, ideological or religious mean",-0.9538592027141646,-10.081965,-9.174446,-0.9075195
Japan,having casual sex,-0.6296296296296297,-10.4330435,-9.70198,-0.7310635
Japan,political violence,-0.9140671994500301,-10.017885,-9.170546,-0.84734
Japan,death penalty,0.28925468678555094,-9.698784,-9.120027,-0.578758
Kazakhstan,claiming government benefits to which you are not entitled,-0.46600055509297816,-11.810225,-9.909548,-1.9006767
Kazakhstan,avoiding a fare on public transport,-0.27089518668466034,-10.417307,-9.735047,-0.68226033
Kazakhstan,stealing property,-0.7350981451467675,-11.126994,-9.904034,-1.2229605
Kazakhstan,cheating on taxes,-0.5674734140080675,-11.122549,-9.855594,-1.2669548
Kazakhstan,someone accepting a bribe in the course of their duties,-0.7233523189585028,-10.4539995,-9.636284,-0.8177147
Kazakhstan,homosexuality,-0.7287382952022396,-11.439398,-10.233492,-1.2059066
Kazakhstan,prostitution,-0.6713886479714753,-11.226918,-9.781248,-1.44567
Kazakhstan,abortion,-0.44277728743748157,-10.594582,-9.558536,-1.0360453
Kazakhstan,divorce,-0.17516110134739307,-10.549565,-9.663496,-0.8860691
Kazakhstan,sex before marriage,-0.2135989691743483,-11.055694,-9.859137,-1.196558
Kazakhstan,suicide,-0.7163536776212832,-10.916269,-9.744908,-1.171361
Kazakhstan,euthanasia,-0.3863891439649015,-10.504669,-9.410251,-1.0944188
Kazakhstan,for a man to beat his wife,-0.6931306306306306,-10.86548,-9.5448675,-1.3206127
Kazakhstan,parents beating children,-0.6947902259105578,-11.453426,-9.992382,-1.4610441
Kazakhstan,violence against other people,-0.7674418604651163,-11.471857,-9.999464,-1.4723923
Kazakhstan,"terrorism as a political, ideological or religious mean",-0.8158572479764533,-11.033598,-9.593628,-1.4399703
Kazakhstan,having casual sex,-0.5419069588619762,-11.664019,-10.24566,-1.4183595
Kazakhstan,political violence,-0.7744220730797912,-10.725418,-9.5114765,-1.213941
Kazakhstan,death penalty,-0.4479287650019357,-10.498238,-9.344582,-1.1536561
South Korea,claiming government benefits to which you are not entitled,-0.5032574743418117,-11.077808,-9.680464,-1.3973444
South Korea,avoiding a fare on public transport,-0.5621597501115574,-10.065559,-9.81283,-0.2527303
